,Baseline,Residual_05,Residual_10,Residual_15,Residual_20,Residual_25,Residual_30,Residual_35,Residual_40,Residual_45,Residual_50,Residual_55,Residual_60,Residual_65,Residual_70,Residual_75,Residual_80,Residual_85,Residual_90,Residual_95,Residual_100
2019-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,-0.0009178501817176388,-0.0009178501817176388,-0.0009178501817176388,-0.0009178501817176388,-0.0009178501817176388,-0.0009178501817176388,-0.004258584927882114,-0.004258584927882114,-0.004258584927882114,-0.004258584927882114,-0.004258584927882114,-0.004258584927882114,-0.004258584927882114,-0.004258584927882114,-0.004258584927882114,-0.004258584927882114,-0.002114184864336899,-0.002114184864336899,-0.002114184864336899,-0.002114184864336899,-0.002114184864336899
2019-04-02,-0.003713542925834923,-0.003713542925834923,-0.003713542925834923,-0.003713542925834923,-0.003713542925834923,-0.003713542925834923,-0.00670437845678129,-0.00670437845678129,-0.00670437845678129,-0.00670437845678129,-0.00670437845678129,-0.00670437845678129,-0.00670437845678129,-0.00670437845678129,-0.00670437845678129,-0.00670437845678129,-0.005682904061932836,-0.005682904061932836,-0.005682904061932836,-0.005682904061932836,-0.005682904061932836
2019-04-03,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009359690542827259,-0.0009359690542827259,-0.0009359690542827259,-0.0009359690542827259,-0.0009359690542827259,-0.0009359690542827259,-0.0009359690542827259,-0.0009359690542827259,-0.0009359690542827259,-0.0009359690542827259,-0.0036895949994893984,-0.0036895949994893984,-0.0036895949994893984,-0.0036895949994893984,-0.0036895949994893984
2019-04-04,-0.0024796199521592843,-0.0024796199521592843,-0.0024796199521592843,-0.0024796199521592843,-0.0024796199521592843,-0.0024796199521592843,-0.0032282868541553267,-0.0032282868541553267,-0.0032282868541553267,-0.0032282868541553267,-0.0032282868541553267,-0.0032282868541553267,-0.0032282868541553267,-0.0032282868541553267,-0.0032282868541553267,-0.0032282868541553267,-0.004100282851990267,-0.004100282851990267,-0.004100282851990267,-0.004100282851990267,-0.004100282851990267
2019-04-05,-0.0030538642695752127,-0.0030538642695752127,-0.0030538642695752127,-0.0030538642695752127,-0.0030538642695752127,-0.0030538642695752127,-0.005688257987704004,-0.005688257987704004,-0.005688257987704004,-0.005688257987704004,-0.005688257987704004,-0.005688257987704004,-0.005688257987704004,-0.005688257987704004,-0.005688257987704004,-0.005688257987704004,-0.0052154249495441896,-0.0052154249495441896,-0.0052154249495441896,-0.0052154249495441896,-0.0052154249495441896
2019-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-09,-0.00368124324192598,-0.00368124324192598,-0.00368124324192598,-0.00368124324192598,-0.00368124324192598,-0.00368124324192598,-0.003873228427620834,-0.003873228427620834,-0.003873228427620834,-0.003873228427620834,-0.003873228427620834,-0.003873228427620834,-0.003873228427620834,-0.003873228427620834,-0.003873228427620834,-0.003873228427620834,-0.0016552948604448003,-0.0016552948604448003,-0.0016552948604448003,-0.0016552948604448003,-0.0016552948604448003
2019-04-10,-0.0024345638640299594,-0.0024345638640299594,-0.0024345638640299594,-0.0024345638640299594,-0.0024345638640299594,-0.0024345638640299594,-0.004013984071039034,-0.004013984071039034,-0.004013984071039034,-0.004013984071039034,-0.004013984071039034,-0.004013984071039034,-0.004013984071039034,-0.004013984071039034,-0.004013984071039034,-0.004013984071039034,0.0,0.0,0.0,0.0,0.0
2019-04-11,-0.006911788025982579,-0.006911788025982579,-0.006911788025982579,-0.006911788025982579,-0.006911788025982579,-0.006911788025982579,-0.010940052976254222,-0.010940052976254222,-0.010940052976254222,-0.010940052976254222,-0.010940052976254222,-0.010940052976254222,-0.010940052976254222,-0.010940052976254222,-0.010940052976254222,-0.010940052976254222,-0.0076040898702338655,-0.0076040898702338655,-0.0076040898702338655,-0.0076040898702338655,-0.0076040898702338655
2019-04-12,-0.0061062578882229435,-0.0061062578882229435,-0.0061062578882229435,-0.0061062578882229435,-0.0061062578882229435,-0.0061062578882229435,-0.014968016234531922,-0.014968016234531922,-0.014968016234531922,-0.014968016234531922,-0.014968016234531922,-0.014968016234531922,-0.014968016234531922,-0.014968016234531922,-0.014968016234531922,-0.014968016234531922,-0.009636871532119451,-0.009636871532119451,-0.009636871532119451,-0.009636871532119451,-0.009636871532119451
2019-04-15,-0.009921272869060083,-0.009921272869060083,-0.009921272869060083,-0.009921272869060083,-0.009921272869060083,-0.009921272869060083,-0.018993299501943395,-0.018993299501943395,-0.018993299501943395,-0.018993299501943395,-0.018993299501943395,-0.018993299501943395,-0.018993299501943395,-0.018993299501943395,-0.018993299501943395,-0.018993299501943395,-0.011754994180334766,-0.011754994180334766,-0.011754994180334766,-0.011754994180334766,-0.011754994180334766
2019-04-16,-0.008911148976888938,-0.008911148976888938,-0.008911148976888938,-0.008911148976888938,-0.008911148976888938,-0.008911148976888938,-0.018666961080470834,-0.018666961080470834,-0.018666961080470834,-0.018666961080470834,-0.018666961080470834,-0.018666961080470834,-0.018666961080470834,-0.018666961080470834,-0.018666961080470834,-0.018666961080470834,-0.012079343459097891,-0.012079343459097891,-0.012079343459097891,-0.012079343459097891,-0.012079343459097891
2019-04-17,-0.008650770292581544,-0.008650770292581544,-0.008650770292581544,-0.008650770292581544,-0.008650770292581544,-0.008650770292581544,-0.02001369361824601,-0.02001369361824601,-0.02001369361824601,-0.02001369361824601,-0.02001369361824601,-0.02001369361824601,-0.02001369361824601,-0.02001369361824601,-0.02001369361824601,-0.02001369361824601,-0.012921231792784926,-0.012921231792784926,-0.012921231792784926,-0.012921231792784926,-0.012921231792784926
2019-04-18,-0.0053769814983511965,-0.0053769814983511965,-0.0053769814983511965,-0.0053769814983511965,-0.0053769814983511965,-0.0053769814983511965,-0.01656167548166365,-0.01656167548166365,-0.01656167548166365,-0.01656167548166365,-0.01656167548166365,-0.01656167548166365,-0.01656167548166365,-0.01656167548166365,-0.01656167548166365,-0.01656167548166365,-0.010387753335052263,-0.010387753335052263,-0.010387753335052263,-0.010387753335052263,-0.010387753335052263
2019-04-19,-0.0065466008191571445,-0.0065466008191571445,-0.0065466008191571445,-0.0065466008191571445,-0.0065466008191571445,-0.0065466008191571445,-0.017776956462116078,-0.017776956462116078,-0.017776956462116078,-0.017776956462116078,-0.017776956462116078,-0.017776956462116078,-0.017776956462116078,-0.017776956462116078,-0.017776956462116078,-0.017776956462116078,-0.012561865639628356,-0.012561865639628356,-0.012561865639628356,-0.012561865639628356,-0.012561865639628356
2019-04-22,-0.009331359856388222,-0.009331359856388222,-0.009331359856388222,-0.009331359856388222,-0.009331359856388222,-0.009331359856388222,-0.021308295686291112,-0.021308295686291112,-0.021308295686291112,-0.021308295686291112,-0.021308295686291112,-0.021308295686291112,-0.021308295686291112,-0.021308295686291112,-0.021308295686291112,-0.021308295686291112,-0.015304219422875964,-0.015304219422875964,-0.015304219422875964,-0.015304219422875964,-0.015304219422875964
2019-04-23,-0.010389396397453399,-0.010389396397453399,-0.010389396397453399,-0.010389396397453399,-0.010389396397453399,-0.010389396397453399,-0.02151017442465919,-0.02151017442465919,-0.02151017442465919,-0.02151017442465919,-0.02151017442465919,-0.02151017442465919,-0.02151017442465919,-0.02151017442465919,-0.02151017442465919,-0.02151017442465919,-0.01707491661663929,-0.01707491661663929,-0.01707491661663929,-0.01707491661663929,-0.01707491661663929
2019-04-24,-0.014306644003856617,-0.014306644003856617,-0.014306644003856617,-0.014306644003856617,-0.014306644003856617,-0.014306644003856617,-0.023672851967762587,-0.023672851967762587,-0.023672851967762587,-0.023672851967762587,-0.023672851967762587,-0.023672851967762587,-0.023672851967762587,-0.023672851967762587,-0.023672851967762587,-0.023672851967762587,-0.019466018445122746,-0.019466018445122746,-0.019466018445122746,-0.019466018445122746,-0.019466018445122746
2019-04-25,-0.0055346614371419856,-0.0055346614371419856,-0.0055346614371419856,-0.0055346614371419856,-0.0055346614371419856,-0.0055346614371419856,-0.01601612905709504,-0.01601612905709504,-0.01601612905709504,-0.01601612905709504,-0.01601612905709504,-0.01601612905709504,-0.01601612905709504,-0.01601612905709504,-0.01601612905709504,-0.01601612905709504,-0.011068009090882236,-0.011068009090882236,-0.011068009090882236,-0.011068009090882236,-0.011068009090882236
2019-04-26,-0.0006955045848611174,-0.0006955045848611174,-0.0006955045848611174,-0.0006955045848611174,-0.0006955045848611174,-0.0006955045848611174,-0.010977672342386224,-0.010977672342386224,-0.010977672342386224,-0.010977672342386224,-0.010977672342386224,-0.010977672342386224,-0.010977672342386224,-0.010977672342386224,-0.010977672342386224,-0.010977672342386224,-0.006059544192510313,-0.006059544192510313,-0.006059544192510313,-0.006059544192510313,-0.006059544192510313
2019-04-29,-0.0006646716708249567,-0.0006646716708249567,-0.0006646716708249567,-0.0006646716708249567,-0.0006646716708249567,-0.0006646716708249567,-0.009434531716897787,-0.009434531716897787,-0.009434531716897787,-0.009434531716897787,-0.009434531716897787,-0.009434531716897787,-0.009434531716897787,-0.009434531716897787,-0.009434531716897787,-0.009434531716897787,-0.007023882218497479,-0.007023882218497479,-0.007023882218497479,-0.007023882218497479,-0.007023882218497479
2019-04-30,-0.0005030148405305024,-0.0005030148405305024,-0.0005030148405305024,-0.0005030148405305024,-0.0005030148405305024,-0.0005030148405305024,-0.009488000276708819,-0.009488000276708819,-0.009488000276708819,-0.009488000276708819,-0.009488000276708819,-0.009488000276708819,-0.009488000276708819,-0.009488000276708819,-0.009488000276708819,-0.009488000276708819,-0.005669201418601499,-0.005669201418601499,-0.005669201418601499,-0.005669201418601499,-0.005669201418601499
2019-05-01,-0.00387683958156948,-0.00387683958156948,-0.00387683958156948,-0.00387683958156948,-0.00387683958156948,-0.00387683958156948,-0.013259171700701566,-0.013259171700701566,-0.013259171700701566,-0.013259171700701566,-0.013259171700701566,-0.013259171700701566,-0.013259171700701566,-0.013259171700701566,-0.013259171700701566,-0.013259171700701566,-0.008120257477431614,-0.008120257477431614,-0.008120257477431614,-0.008120257477431614,-0.008120257477431614
2019-05-02,-0.00818985213222534,-0.00818985213222534,-0.00818985213222534,-0.00818985213222534,-0.00818985213222534,-0.00818985213222534,-0.018086403878000312,-0.018086403878000312,-0.018086403878000312,-0.018086403878000312,-0.018086403878000312,-0.018086403878000312,-0.018086403878000312,-0.018086403878000312,-0.018086403878000312,-0.018086403878000312,-0.012283181813456001,-0.012283181813456001,-0.012283181813456001,-0.012283181813456001,-0.012283181813456001
2019-05-03,-0.0039047429474968753,-0.0039047429474968753,-0.0039047429474968753,-0.0039047429474968753,-0.0039047429474968753,-0.0039047429474968753,-0.013838491089114835,-0.013838491089114835,-0.013838491089114835,-0.013838491089114835,-0.013838491089114835,-0.013838491089114835,-0.013838491089114835,-0.013838491089114835,-0.013838491089114835,-0.013838491089114835,-0.00923761596025996,-0.00923761596025996,-0.00923761596025996,-0.00923761596025996,-0.00923761596025996
2019-05-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.00825712293297276,-0.00825712293297276,-0.00825712293297276,-0.00825712293297276,-0.00825712293297276,-0.00825712293297276,-0.00825712293297276,-0.00825712293297276,-0.00825712293297276,-0.00825712293297276,-0.002711469366541097,-0.002711469366541097,-0.002711469366541097,-0.002711469366541097,-0.002711469366541097
2019-05-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015800108566853543,-0.0015800108566853543,-0.0015800108566853543,-0.0015800108566853543,-0.0015800108566853543,-0.0015800108566853543,-0.0015800108566853543,-0.0015800108566853543,-0.0015800108566853543,-0.0015800108566853543,0.0,0.0,0.0,0.0,0.0
2019-05-08,-0.0006944674500554138,-0.0006944674500554138,-0.0006944674500554138,-0.0006944674500554138,-0.0006944674500554138,-0.0006944674500554138,-0.0032333404758162487,-0.0032333404758162487,-0.0032333404758162487,-0.0032333404758162487,-0.0032333404758162487,-0.0032333404758162487,-0.0032333404758162487,-0.0032333404758162487,-0.0032333404758162487,-0.0032333404758162487,0.0,0.0,0.0,0.0,0.0
2019-05-09,-5.693339143020282e-05,-5.693339143020282e-05,-5.693339143020282e-05,-5.693339143020282e-05,-5.693339143020282e-05,-5.693339143020282e-05,-0.0020745364857022164,-0.0020745364857022164,-0.0020745364857022164,-0.0020745364857022164,-0.0020745364857022164,-0.0020745364857022164,-0.0020745364857022164,-0.0020745364857022164,-0.0020745364857022164,-0.0020745364857022164,0.0,0.0,0.0,0.0,0.0
2019-05-10,-0.008735914725147675,-0.008735914725147675,-0.008735914725147675,-0.008735914725147675,-0.008735914725147675,-0.008735914725147675,-0.007594581624735364,-0.007594581624735364,-0.007594581624735364,-0.007594581624735364,-0.007594581624735364,-0.007594581624735364,-0.007594581624735364,-0.007594581624735364,-0.007594581624735364,-0.007594581624735364,-0.008279546540606031,-0.008279546540606031,-0.008279546540606031,-0.008279546540606031,-0.008279546540606031
2019-05-13,-0.006524481056123799,-0.006524481056123799,-0.006524481056123799,-0.006524481056123799,-0.006524481056123799,-0.006524481056123799,-0.007071979555195007,-0.007071979555195007,-0.007071979555195007,-0.007071979555195007,-0.007071979555195007,-0.007071979555195007,-0.007071979555195007,-0.007071979555195007,-0.007071979555195007,-0.007071979555195007,-0.009256183868071366,-0.009256183868071366,-0.009256183868071366,-0.009256183868071366,-0.009256183868071366
2019-05-14,-0.004540042050061754,-0.004540042050061754,-0.004540042050061754,-0.004540042050061754,-0.004540042050061754,-0.004540042050061754,-0.00597298418721437,-0.00597298418721437,-0.00597298418721437,-0.00597298418721437,-0.00597298418721437,-0.00597298418721437,-0.00597298418721437,-0.00597298418721437,-0.00597298418721437,-0.00597298418721437,-0.00817377435804656,-0.00817377435804656,-0.00817377435804656,-0.00817377435804656,-0.00817377435804656
2019-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003036345985941824,-0.003036345985941824,-0.003036345985941824,-0.003036345985941824,-0.003036345985941824
2019-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003378454981270984,-0.003378454981270984,-0.003378454981270984,-0.003378454981270984,-0.003378454981270984
2019-05-17,-0.005738696453638115,-0.005738696453638115,-0.005738696453638115,-0.005738696453638115,-0.005738696453638115,-0.005738696453638115,-0.005760196573071696,-0.005760196573071696,-0.005760196573071696,-0.005760196573071696,-0.005760196573071696,-0.005760196573071696,-0.005760196573071696,-0.005760196573071696,-0.005760196573071696,-0.005760196573071696,-0.008254588952764319,-0.008254588952764319,-0.008254588952764319,-0.008254588952764319,-0.008254588952764319
2019-05-20,-0.0036382353784618626,-0.0036382353784618626,-0.0036382353784618626,-0.0036382353784618626,-0.0036382353784618626,-0.0036382353784618626,-0.004207735235900678,-0.004207735235900678,-0.004207735235900678,-0.004207735235900678,-0.004207735235900678,-0.004207735235900678,-0.004207735235900678,-0.004207735235900678,-0.004207735235900678,-0.004207735235900678,-0.007343285145736234,-0.007343285145736234,-0.007343285145736234,-0.007343285145736234,-0.007343285145736234
2019-05-21,-0.0001293281170736682,-0.0001293281170736682,-0.0001293281170736682,-0.0001293281170736682,-0.0001293281170736682,-0.0001293281170736682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002645640337129218,-0.002645640337129218,-0.002645640337129218,-0.002645640337129218,-0.002645640337129218
2019-05-22,-0.004584717853546971,-0.004584717853546971,-0.004584717853546971,-0.004584717853546971,-0.004584717853546971,-0.004584717853546971,-0.001774108785316808,-0.001774108785316808,-0.001774108785316808,-0.001774108785316808,-0.001774108785316808,-0.001774108785316808,-0.001774108785316808,-0.001774108785316808,-0.001774108785316808,-0.001774108785316808,-0.006900247661055792,-0.006900247661055792,-0.006900247661055792,-0.006900247661055792,-0.006900247661055792
