,Baseline,Residual_20,Residual_30,VCP_10,VCP_20,Residual_20_VCP_10,Residual_30_VCP_10,Residual_20_VCP_20
2019-12-31,-0.0031610147618238438,-0.003493809412938642,-0.003493809412938642,-0.0031610147618238438,-0.0031610147618238438,-0.003493809412938753,-0.003493809412938642,-0.003493809412938642
2020-01-01,-0.0097360052270975,-0.01006660481793642,-0.0070905624902415365,-0.0097360052270975,-0.0097360052270975,-0.0070905624902417586,-0.0070905624902415365,-0.0070905624902415365
2020-01-02,-0.00811689507769131,-0.008448035208381999,-0.005709299651358468,-0.00811689507769131,-0.00811689507769131,-0.005709299651358579,-0.005709299651358468,-0.005709299651358468
2020-01-03,-0.010736007737836228,-0.011066273477881028,-0.005851165808845038,-0.010736007737836228,-0.010736007737836228,-0.005851165808845038,-0.005851165808845038,-0.005851165808845038
2020-01-06,-0.01276722662803853,-0.013096814245746602,-0.00803915082107065,-0.01276722662803853,-0.01276722662803853,-0.008039150821070762,-0.00803915082107065,-0.00803915082107065
2020-01-07,-0.012306328063525385,-0.01263606955219898,-0.005548901059354683,-0.012306328063525385,-0.012306328063525385,-0.005548901059354794,-0.005548901059354683,-0.005548901059354683
2020-01-08,-0.011934077057509151,-0.012263942822164475,-0.004408303965408478,-0.011934077057509151,-0.011934077057509151,-0.004408303965408589,-0.004408303965408478,-0.004408303965408478
2020-01-09,-0.014089531836567137,-0.01441867800273966,-0.006559577272487016,-0.014089531836567137,-0.014089531836567137,-0.006559577272487127,-0.006559577272487016,-0.006559577272487016
2020-01-10,-0.013896703217428419,-0.014225913759427056,-0.005035175244932688,-0.013896703217428419,-0.013896703217428419,-0.00503517524493291,-0.005035175244932688,-0.005035175244932688
2020-01-13,-0.010854664911412182,-0.011184891037764766,-0.002099828838040052,-0.010854664911412182,-0.010854664911412182,-0.002099828838040385,-0.002099828838040052,-0.002099828838040052
2020-01-14,-0.004382277811539548,-0.004714664744039032,0.0,-0.004382277811539548,-0.004382277811539548,0.0,0.0,0.0
2020-01-15,-0.005967727982453708,-0.006299585612483671,-0.0011685577879402276,-0.005967727982453708,-0.005967727982453708,-0.0011685577879401166,-0.0011685577879402276,-0.0011685577879402276
2020-01-16,-0.0009340200612192318,-0.0012675581944160408,0.0,-0.0009340200612192318,-0.0009340200612192318,0.0,0.0,0.0
2020-01-17,0.0,0.0,-4.1117577335714195e-05,0.0,0.0,-4.111757733582522e-05,-4.1117577335714195e-05,-4.1117577335714195e-05
2020-01-20,-0.0028246513069484225,-0.0028246513069485335,-0.00175177644705371,-0.0028246513069484225,-0.0028246513069484225,-0.001751776447053932,-0.00175177644705371,-0.00175177644705371
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,-0.0006447597562954099,-0.000644759756295521,-0.00029018168872207983,-0.0006447597562954099,-0.0006447597562954099,-0.0002901816887218578,-0.00029018168872207983,-0.00029018168872207983
2020-02-03,-0.0019810931787977992,-0.0019810931787977992,-0.003095517029539918,-0.0019810931787977992,-0.0019810931787977992,-0.003095517029539696,-0.003095517029539918,-0.003095517029539918
2020-02-04,-0.0003792979064252133,-0.00037929790642532435,-0.0007018540583313415,-0.0003792979064252133,-0.0003792979064252133,-0.0007018540583313415,-0.0007018540583313415,-0.0007018540583313415
2020-02-05,-0.0005318093721373707,-0.0005318093721375927,-0.0032763707063926395,-0.0005318093721373707,-0.0005318093721373707,-0.0032763707063926395,-0.0032763707063926395,-0.0032763707063926395
2020-02-06,-0.003658675470301076,-0.003658675470301298,-0.004650832308010222,-0.003658675470301076,-0.003658675470301076,-0.004650832308010111,-0.004650832308010222,-0.004650832308010222
2020-02-07,-0.007468629287065709,-0.007468629287066042,-0.007515938604892303,-0.007468629287065709,-0.007468629287065709,-0.007515938604892192,-0.007515938604892303,-0.007515938604892303
2020-02-10,-0.007846313075916322,-0.007846313075916767,-0.008935208077457957,-0.007846313075916322,-0.007846313075916322,-0.008935208077457846,-0.008935208077457957,-0.008935208077457957
2020-02-11,-0.011460445534836494,-0.011460445534836827,-0.0121749426626937,-0.011460445534836494,-0.011460445534836494,-0.012174942662693478,-0.0121749426626937,-0.0121749426626937
2020-02-12,-0.007779319196282497,-0.007779319196282941,-0.01050374107836427,-0.007779319196282497,-0.007779319196282497,-0.010503741078364048,-0.01050374107836427,-0.01050374107836427
2020-02-13,-0.005802426818988238,-0.005802426818988571,-0.00624237587184151,-0.005802426818988238,-0.005802426818988238,-0.006242375871841288,-0.00624237587184151,-0.00624237587184151
2020-02-14,-0.007407702863760024,-0.007407702863760135,-0.008197833001515664,-0.007407702863760024,-0.007407702863760024,-0.008197833001515442,-0.008197833001515664,-0.008197833001515664
2020-02-17,-0.012107666091504488,-0.012107666091504599,-0.015139887357017434,-0.012107666091504488,-0.012107666091504488,-0.01513988735701699,-0.015139887357017434,-0.015139887357017434
2020-02-18,-0.006659807992526079,-0.006659807992526301,-0.008941958623781332,-0.006659807992526079,-0.006659807992526079,-0.008941958623780888,-0.008941958623781332,-0.008941958623781332
2020-02-19,-0.01198126761814522,-0.01198126761814533,-0.013646412109074246,-0.01198126761814522,-0.01198126761814522,-0.013646412109073802,-0.013646412109074246,-0.013646412109074246
2020-02-20,-0.006563213206376761,-0.006563213206376761,-0.008650853202301079,-0.006563213206376761,-0.006563213206376761,-0.008650853202300635,-0.008650853202301079,-0.008650853202301079
2020-02-21,-0.012359054281359305,-0.012359054281359194,-0.016136301011033027,-0.012359054281359305,-0.012359054281359305,-0.016136301011032472,-0.016136301011033027,-0.016136301011033027
2020-02-24,-0.01709963221867461,-0.01709963221867461,-0.019352675439950784,-0.01709963221867461,-0.01709963221867461,-0.01935267543995034,-0.019352675439950784,-0.019352675439950784
2020-02-25,-0.00970894600541905,-0.00970894600541894,-0.012239093542492419,-0.00970894600541905,-0.00970894600541905,-0.012239093542492085,-0.012239093542492419,-0.012239093542492419
2020-02-26,-0.008940076789017315,-0.008940076789017093,-0.011952375864161535,-0.008940076789017315,-0.008940076789017315,-0.011952375864161313,-0.011952375864161535,-0.011952375864161535
2020-02-27,-0.00793132740325131,-0.007931327403250976,-0.013732817408131814,-0.00793132740325131,-0.00793132740325131,-0.013732817408131481,-0.013732817408131814,-0.013732817408131814
2020-02-28,-0.004713011273700829,-0.004713011273700607,-0.010695987813482133,-0.004713011273700829,-0.004713011273700829,-0.01069598781348191,-0.010695987813482133,-0.010695987813482133
2020-03-02,-0.006136201827837917,-0.006136201827837473,-0.011753058321099963,-0.006136201827837917,-0.006136201827837917,-0.011753058321099852,-0.011753058321099963,-0.011753058321099963
2020-03-03,-0.007073465201543394,-0.007073465201543061,-0.014216097097147995,-0.007073465201543394,-0.007073465201543394,-0.014216097097147884,-0.014216097097147995,-0.014216097097147995
2020-03-04,-0.0030837063111297525,-0.0030837063111294194,-0.01142707940801091,-0.0030837063111297525,-0.0030837063111297525,-0.011427079408010687,-0.01142707940801091,-0.01142707940801091
2020-03-05,-0.0026799824107407444,-0.0026799824107404113,-0.01003169803880477,-0.0026799824107407444,-0.0026799824107407444,-0.010031698038804548,-0.01003169803880477,-0.01003169803880477
2020-03-06,-0.006128178602325729,-0.006128178602325507,-0.01214093934483318,-0.006128178602325729,-0.006128178602325729,-0.012140939344833068,-0.01214093934483318,-0.01214093934483318
2020-03-09,-0.003917533479986135,-0.003917533479985802,-0.010783318028851907,-0.003917533479986135,-0.003917533479986135,-0.010783318028851574,-0.010783318028851907,-0.010783318028851907
2020-03-10,-0.0021547082262204365,-0.0021547082262202144,-0.009060102471398324,-0.0021547082262204365,-0.0021547082262204365,-0.009060102471398102,-0.009060102471398324,-0.009060102471398324
2020-03-11,-0.004133798959878088,-0.004133798959877866,-0.010950126624583834,-0.004133798959878088,-0.004133798959878088,-0.010950126624583612,-0.010950126624583834,-0.010950126624583834
2020-03-12,-0.011771899595849122,-0.0117718995958489,-0.017321168278066068,-0.011771899595849122,-0.011771899595849122,-0.017321168278065735,-0.017321168278066068,-0.017321168278066068
2020-03-13,-0.012292987771925112,-0.01229298777192489,-0.01744076350237722,-0.012292987771925112,-0.012292987771925112,-0.017440763502376888,-0.01744076350237722,-0.01744076350237722
2020-03-16,-0.013594665236578929,-0.013594665236578707,-0.020175145077801493,-0.013594665236578929,-0.013594665236578929,-0.02017514507780127,-0.020175145077801493,-0.020175145077801493
2020-03-17,-0.008005495340046243,-0.008005495340046132,-0.013853449376266425,-0.008005495340046243,-0.008005495340046243,-0.013853449376266203,-0.013853449376266425,-0.013853449376266425
2020-03-18,-0.005724417625010303,-0.005724417625010303,-0.011994606061045743,-0.005724417625010303,-0.005724417625010303,-0.011994606061045743,-0.011994606061045743,-0.011994606061045743
2020-03-19,0.0,0.0,-0.006508151565967846,0.0,0.0,-0.006508151565967846,-0.006508151565967846,-0.006508151565967846
2020-03-20,-0.0038048300992828965,-0.0038048300992828965,-0.009030374607555403,-0.0038048300992828965,-0.0038048300992828965,-0.009030374607555292,-0.009030374607555403,-0.009030374607555403
2020-03-23,-0.0033504886481514617,-0.003350488648151684,-0.009113465916810615,-0.0033504886481514617,-0.0033504886481514617,-0.009113465916810726,-0.009113465916810615,-0.009113465916810615
2020-03-24,-0.0014940087738370966,-0.0014940087738373187,-0.009088184022983392,-0.0014940087738370966,-0.0014940087738370966,-0.009088184022983503,-0.009088184022983392,-0.009088184022983392
2020-03-25,-0.004724430579339356,-0.004724430579339467,-0.011724781387597583,-0.004724430579339356,-0.004724430579339356,-0.011724781387597694,-0.011724781387597583,-0.011724781387597583
2020-03-26,-0.003145546812829303,-0.003145546812829414,-0.012073089426715589,-0.003145546812829303,-0.003145546812829303,-0.012073089426715589,-0.012073089426715589,-0.012073089426715589
2020-03-27,-0.0052117608027257845,-0.0052117608027260065,-0.014832922711250363,-0.0052117608027257845,-0.0052117608027257845,-0.014832922711250252,-0.014832922711250363,-0.014832922711250363
2020-03-30,0.0,0.0,-0.002682939745430102,0.0,0.0,-0.002682939745430102,-0.002682939745430102,-0.002682939745430102
2020-03-31,0.0,0.0,-0.0010767801254062404,0.0,0.0,-0.0010767801254061293,-0.0010767801254062404,-0.0010767801254062404
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,-0.0013476612367117058,-0.0013476612367115948,-0.0013476612367117058,-0.0013476612367117058,-0.0013476612367117058,-0.0013476612367118168,-0.0013476612367117058,-0.0013476612367117058
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-10,-0.0033602419386844495,-0.0033602419386845606,-0.0033602419386844495,-0.0033602419386844495,-0.0033602419386844495,-0.0033602419386843385,-0.0033602419386844495,-0.0033602419386844495
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-16,-0.0006847697749162718,-0.0006847697749163828,-0.0006847697749162718,-0.0006847697749162718,-0.0006847697749162718,-0.0006847697749163828,-0.0006847697749162718,-0.0006847697749162718
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,-0.0028405871033047037,-0.0028405871033049257,-0.0028405871033047037,-0.0028405871033047037,-0.0028405871033047037,-0.0028405871033049257,-0.0028405871033047037,-0.0028405871033047037
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,-0.002156081532095344,-0.002156081532095455,-0.002156081532095455,-0.002156081532095344,-0.002156081532095344,-0.002156081532095566,-0.002156081532095455,-0.002156081532095455
2020-04-23,-0.0057302336800189035,-0.0057302336800189035,-0.0057302336800189035,-0.0057302336800189035,-0.0057302336800189035,-0.0057302336800190146,-0.0057302336800189035,-0.0057302336800189035
2020-04-24,-0.010733744273086376,-0.010733744273086487,-0.010733744273086598,-0.010733744273086376,-0.010733744273086376,-0.010733744273086487,-0.010733744273086598,-0.010733744273086598
2020-04-27,-0.011234217347567022,-0.011234217347567022,-0.011234217347567133,-0.011234217347567022,-0.011234217347567022,-0.011234217347567022,-0.011234217347567133,-0.011234217347567133
2020-04-28,-0.006527681378917238,-0.006527681378917238,-0.006527681378917349,-0.006527681378917238,-0.006527681378917238,-0.006527681378917127,-0.006527681378917349,-0.006527681378917349
2020-04-29,-0.0026124887072364045,-0.0026124887072366265,-0.0026124887072366265,-0.0026124887072364045,-0.0026124887072364045,-0.0026124887072364045,-0.0026124887072366265,-0.0026124887072366265
2020-04-30,-0.004846419472541497,-0.004846419472541719,-0.004846419472541608,-0.004846419472541497,-0.004846419472541497,-0.004846419472541386,-0.004846419472541608,-0.004846419472541608
2020-05-01,-0.0014450291769495527,-0.0014450291769497747,-0.0014450291769494417,-0.0014450291769495527,-0.0014450291769495527,-0.0014450291769493306,-0.0014450291769494417,-0.0014450291769494417
2020-05-04,-0.0075789785222399875,-0.0075789785222400985,-0.0075789785222399875,-0.0075789785222399875,-0.0075789785222399875,-0.007578978522239654,-0.0075789785222399875,-0.0075789785222399875
2020-05-05,-0.01194814013473866,-0.011948140134738883,-0.01194814013473866,-0.01194814013473866,-0.01194814013473866,-0.011948140134738439,-0.01194814013473866,-0.01194814013473866
2020-05-06,-0.0077411598134277115,-0.007741159813427934,-0.0077411598134277115,-0.0077411598134277115,-0.0077411598134277115,-0.0077411598134274895,-0.0077411598134277115,-0.0077411598134277115
2020-05-07,-0.0057194777545303,-0.005719477754530633,-0.005719477754530411,-0.0057194777545303,-0.0057194777545303,-0.005719477754530078,-0.005719477754530411,-0.005719477754530411
2020-05-08,-0.0015511813963432486,-0.0015511813963436927,-0.0015511813963434706,-0.0015511813963432486,-0.0015511813963432486,-0.0015511813963432486,-0.0015511813963434706,-0.0015511813963434706
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-12,-0.0005291207106148388,-0.0005291207106148388,-0.0005291207106147278,-0.0005291207106148388,-0.0005291207106148388,-0.0005291207106148388,-0.0005291207106147278,-0.0005291207106147278
2020-05-13,-0.006121706296733143,-0.006121706296733254,-0.006121706296733143,-0.006121706296733143,-0.006121706296733143,-0.006121706296733143,-0.006121706296733143,-0.006121706296733143
2020-05-14,-0.004867036359856525,-0.004867036359856525,-0.004867036359856303,-0.004867036359856525,-0.004867036359856525,-0.004867036359856303,-0.004867036359856303,-0.004867036359856303
2020-05-15,-0.002039875839766503,-0.002039875839766503,-0.002039875839766281,-0.002039875839766503,-0.002039875839766503,-0.002039875839766392,-0.002039875839766281,-0.002039875839766281
2020-05-18,-0.0007986647919621115,-0.0007986647919622225,-0.0007986647919617784,-0.0007986647919621115,-0.0007986647919621115,-0.0007986647919620005,-0.0007986647919617784,-0.0007986647919617784
2020-05-19,-0.004975917673753938,-0.004975917673754049,-0.004975917673753605,-0.004975917673753938,-0.004975917673753938,-0.004975917673753827,-0.004975917673753605,-0.004975917673753605
2020-05-20,-0.006268352265153876,-0.006268352265153876,-0.006268352265153432,-0.006268352265153876,-0.006268352265153876,-0.006268352265153876,-0.006268352265153432,-0.006268352265153432
2020-05-21,-0.002029719327928947,-0.002029719327928947,-0.002029719327928503,-0.002029719327928947,-0.002029719327928947,-0.002029719327928947,-0.002029719327928503,-0.002029719327928503
2020-05-22,-0.004417453605956245,-0.004417453605956245,-0.004417453605955801,-0.004417453605956245,-0.004417453605956245,-0.004417453605956134,-0.004417453605955801,-0.004417453605955801
2020-05-25,-0.003810724790908382,-0.003810724790908382,-0.003810724790908049,-0.003810724790908382,-0.003810724790908382,-0.003810724790908271,-0.003810724790908049,-0.003810724790908049
2020-05-26,-0.004422688175596434,-0.004422688175596545,-0.004422688175596101,-0.004422688175596434,-0.004422688175596434,-0.004422688175596434,-0.004422688175596101,-0.004422688175596101
2020-05-27,-0.011342589049090912,-0.011342589049091134,-0.011342589049090579,-0.011342589049090912,-0.011342589049090912,-0.011342589049091023,-0.011342589049090579,-0.011342589049090579
2020-05-28,-0.007517470849138896,-0.007517470849139007,-0.007517470849138563,-0.007517470849138896,-0.007517470849138896,-0.007517470849138896,-0.007517470849138563,-0.007517470849138563
2020-05-29,-0.009211495081195231,-0.009211495081195453,-0.009211495081194898,-0.009211495081195231,-0.009211495081195231,-0.009211495081195342,-0.009211495081194898,-0.009211495081194898
2020-06-01,-0.010295042183143921,-0.010295042183144143,-0.010295042183143588,-0.010295042183143921,-0.010295042183143921,-0.010295042183144032,-0.010295042183143588,-0.010295042183143588
2020-06-02,-0.009618176019506541,-0.009618176019506763,-0.009618176019506208,-0.009618176019506541,-0.009618176019506541,-0.009618176019506652,-0.009618176019506208,-0.009618176019506208
2020-06-03,-0.005688129581657986,-0.005688129581658319,-0.005688129581657764,-0.005688129581657986,-0.005688129581657986,-0.005688129581658097,-0.005688129581657764,-0.005688129581657764
2020-06-04,-0.001654834357163626,-0.001654834357163959,-0.0016548343571632929,-0.001654834357163626,-0.001654834357163626,-0.001654834357163737,-0.0016548343571632929,-0.0016548343571632929
2020-06-05,-0.004877293258738091,-0.004877293258738313,-0.004877293258737758,-0.004877293258738091,-0.004877293258738091,-0.004877293258738313,-0.004877293258737758,-0.004877293258737758
2020-06-08,-0.009380571603242016,-0.009380571603242127,-0.009380571603241572,-0.009380571603242016,-0.009380571603242016,-0.009380571603242127,-0.009380571603241572,-0.009380571603241572
2020-06-09,-0.009941617628556276,-0.009941617628556387,-0.009941617628555943,-0.009941617628556276,-0.009941617628556276,-0.009941617628556498,-0.009941617628555943,-0.009941617628555943
2020-06-10,-0.014293499743087135,-0.014293499743087357,-0.014293499743086802,-0.014293499743087135,-0.014293499743087135,-0.014293499743087357,-0.014293499743086802,-0.014293499743086802
2020-06-11,-0.011039683236210629,-0.011039683236210851,-0.011039683236210407,-0.011039683236210629,-0.011039683236210629,-0.011039683236210851,-0.011039683236210407,-0.011039683236210407
2020-06-12,-0.01056821556769838,-0.010568215567698824,-0.010568215567698158,-0.01056821556769838,-0.01056821556769838,-0.010568215567698713,-0.010568215567698158,-0.010568215567698158
2020-06-15,-0.006284869324458153,-0.006284869324458708,-0.006284869324457931,-0.006284869324458153,-0.006284869324458153,-0.006284869324458597,-0.006284869324457931,-0.006284869324457931
2020-06-16,-0.002573543586678717,-0.002573543586679272,-0.002573543586678495,-0.002573543586678717,-0.002573543586678717,-0.002573543586679272,-0.002573543586678495,-0.002573543586678495
2020-06-17,-0.003453219079847969,-0.003453219079848413,-0.003453219079847636,-0.003453219079847969,-0.003453219079847969,-0.003453219079848413,-0.003453219079847636,-0.003453219079847636
2020-06-18,-0.010517884696247592,-0.010517884696248148,-0.01051788469624737,-0.010517884696247592,-0.010517884696247592,-0.010517884696248037,-0.01051788469624737,-0.01051788469624737
2020-06-19,-0.010894258514910549,-0.010894258514910993,-0.010894258514910216,-0.010894258514910549,-0.010894258514910549,-0.010894258514910993,-0.010894258514910216,-0.010894258514910216
2020-06-22,-0.01095620626591165,-0.010956206265911983,-0.010956206265911428,-0.01095620626591165,-0.01095620626591165,-0.010956206265912094,-0.010956206265911428,-0.010956206265911428
2020-06-23,-0.006834627221150913,-0.006834627221151246,-0.006834627221150469,-0.006834627221150913,-0.006834627221150913,-0.006834627221151246,-0.006834627221150469,-0.006834627221150469
2020-06-24,-0.010278084659769204,-0.010278084659769537,-0.01027808465976865,-0.010278084659769204,-0.010278084659769204,-0.010278084659769537,-0.01027808465976865,-0.01027808465976865
2020-06-25,-0.010408453181147914,-0.010408453181148025,-0.010408453181147359,-0.010408453181147914,-0.010408453181147914,-0.010408453181148136,-0.010408453181147359,-0.010408453181147359
2020-06-26,-0.010185692528442924,-0.010185692528443036,-0.01018569252844248,-0.010185692528442924,-0.010185692528442924,-0.010185692528443369,-0.01018569252844248,-0.01018569252844248
2020-06-29,-0.009722242767373879,-0.0097222427673741,-0.009722242767373435,-0.009722242767373879,-0.009722242767373879,-0.009722242767374323,-0.009722242767373435,-0.009722242767373435
2020-06-30,-0.0048578477607186255,-0.0048578477607188475,-0.004857847760718292,-0.0048578477607186255,-0.0048578477607186255,-0.004857847760719292,-0.004857847760718292,-0.004857847760718292
2020-07-01,-0.007639015994358123,-0.007639015994358456,-0.0076390159943577896,-0.007639015994358123,-0.007639015994358123,-0.007639015994358789,-0.0076390159943577896,-0.0076390159943577896
2020-07-02,-0.012347788902414836,-0.01234778890241528,-0.012347788902414614,-0.012347788902414836,-0.012347788902414836,-0.012347788902415502,-0.012347788902414614,-0.012347788902414614
2020-07-03,-0.013289790268326884,-0.013289790268327106,-0.013289790268326551,-0.013289790268326884,-0.013289790268326884,-0.01328979026832744,-0.013289790268326551,-0.013289790268326551
2020-07-06,-0.018428612879569317,-0.01842861287956954,-0.018428612879568984,-0.018428612879569317,-0.018428612879569317,-0.018428612879569872,-0.018428612879568984,-0.018428612879568984
2020-07-07,-0.018613891727610743,-0.018613891727610965,-0.01861389172761041,-0.018613891727610743,-0.018613891727610743,-0.01861389172761141,-0.01861389172761041,-0.01861389172761041
2020-07-08,-0.014784401736519515,-0.014784401736519848,-0.014784401736519182,-0.014784401736519515,-0.014784401736519515,-0.014784401736520292,-0.014784401736519182,-0.014784401736519182
2020-07-09,-0.0160563813678678,-0.016056381367868133,-0.016056381367867578,-0.0160563813678678,-0.0160563813678678,-0.01605638136786869,-0.016056381367867578,-0.016056381367867578
2020-07-10,-0.011428988341289803,-0.011428988341290247,-0.011428988341289581,-0.011428988341289803,-0.011428988341289803,-0.011428988341290691,-0.011428988341289581,-0.011428988341289581
2020-07-13,-0.01275784365320387,-0.012757843653204204,-0.012757843653203538,-0.01275784365320387,-0.01275784365320387,-0.012757843653204648,-0.012757843653203538,-0.012757843653203538
2020-07-14,-0.012443320810875624,-0.012443320810876068,-0.012443320810875402,-0.012443320810875624,-0.012443320810875624,-0.012443320810876402,-0.012443320810875402,-0.012443320810875402
2020-07-15,-0.012635581783231431,-0.012635581783231875,-0.012635581783231098,-0.012635581783231431,-0.012635581783231431,-0.01263558178323232,-0.012635581783231098,-0.012635581783231098
2020-07-16,-0.015065600449496896,-0.01506560044949734,-0.015065600449496674,-0.015065600449496896,-0.015065600449496896,-0.015065600449497785,-0.015065600449496674,-0.015065600449496674
2020-07-17,-0.014948361822499923,-0.014948361822500478,-0.0149483618224997,-0.014948361822499923,-0.014948361822499923,-0.014948361822500922,-0.0149483618224997,-0.0149483618224997
2020-07-20,-0.017454535625330614,-0.01745453562533117,-0.017454535625330392,-0.017454535625330614,-0.017454535625330614,-0.017454535625331724,-0.017454535625330392,-0.017454535625330392
2020-07-21,-0.015866952732129236,-0.01586695273212968,-0.015866952732129014,-0.015866952732129236,-0.015866952732129236,-0.015866952732130235,-0.015866952732129014,-0.015866952732129014
2020-07-22,-0.019315295464994664,-0.019315295464995108,-0.019315295464994442,-0.019315295464994664,-0.019315295464994664,-0.019315295464995552,-0.019315295464994442,-0.019315295464994442
2020-07-23,-0.023496550535693106,-0.02349655053569344,-0.023496550535692884,-0.023496550535693106,-0.023496550535693106,-0.023496550535693994,-0.023496550535692884,-0.023496550535692884
2020-07-24,-0.015428807669327416,-0.015428807669327749,-0.015428807669327083,-0.015428807669327416,-0.015428807669327416,-0.015428807669328304,-0.015428807669327083,-0.015428807669327083
2020-07-27,-0.010082730732743683,-0.010082730732744016,-0.010082730732743461,-0.010082730732743683,-0.010082730732743683,-0.010082730732744571,-0.010082730732743461,-0.010082730732743461
2020-07-28,-0.013559745582877647,-0.01355974558287798,-0.013559745582877425,-0.013559745582877647,-0.013559745582877647,-0.013559745582878535,-0.013559745582877425,-0.013559745582877425
2020-07-29,-0.017644241028747176,-0.01764424102874762,-0.017644241028746954,-0.017644241028747176,-0.017644241028747176,-0.017644241028747953,-0.017644241028746954,-0.017644241028746954
2020-07-30,-0.010939889569210548,-0.010939889569211103,-0.010939889569210437,-0.010939889569210548,-0.010939889569210548,-0.010939889569211436,-0.010939889569210437,-0.010939889569210437
2020-07-31,-0.005030985569829616,-0.00503098556983006,-0.005030985569829394,-0.005030985569829616,-0.005030985569829616,-0.005030985569830504,-0.005030985569829394,-0.005030985569829394
2020-08-03,-0.00041226670875016413,-0.0004122667087506082,-0.0004122667087499421,-0.00041226670875016413,-0.00041226670875016413,-0.0004122667087510523,-0.0004122667087499421,-0.0004122667087499421
2020-08-04,-0.002349067293480722,-0.0023490672934812773,-0.002349067293480611,-0.002349067293480722,-0.002349067293480722,-0.0023490672934816104,-0.002349067293480611,-0.002349067293480611
2020-08-05,-0.0049673342987466285,-0.004967334298747184,-0.0049673342987465174,-0.0049673342987466285,-0.0049673342987466285,-0.004967334298747406,-0.0049673342987465174,-0.0049673342987465174
2020-08-06,-0.002444645957980107,-0.0024446459579807733,-0.002444645957979996,-0.002444645957980107,-0.002444645957980107,-0.0024446459579809954,-0.002444645957979996,-0.002444645957979996
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,-0.0040587740551627505,-0.0040587740551626394,-0.0040587740551626394,-0.0040587740551627505,-0.0040587740551627505,-0.0040587740551626394,-0.0040587740551626394,-0.0040587740551626394
2020-08-11,-0.003320123275301956,-0.003320123275301845,-0.003320123275301734,-0.003320123275301956,-0.003320123275301956,-0.003320123275301734,-0.003320123275301734,-0.003320123275301734
2020-08-12,-0.006858580543516957,-0.006858580543516846,-0.006858580543516735,-0.006858580543516957,-0.006858580543516957,-0.006858580543516735,-0.006858580543516735,-0.006858580543516735
2020-08-13,-0.007947509481060488,-0.007947509481060266,-0.007947509481060155,-0.007947509481060488,-0.007947509481060488,-0.007947509481060266,-0.007947509481060155,-0.007947509481060155
2020-08-14,-0.00903011253967878,-0.00903011253967867,-0.009030112539678448,-0.00903011253967878,-0.00903011253967878,-0.009030112539678448,-0.009030112539678448,-0.009030112539678448
2020-08-17,-0.007020861867276795,-0.007020861867276573,-0.007020861867276573,-0.007020861867276795,-0.007020861867276795,-0.007020861867276351,-0.007020861867276573,-0.007020861867276573
2020-08-18,-0.0062201560022463465,-0.006220156002246124,-0.006220156002246124,-0.0062201560022463465,-0.0062201560022463465,-0.006220156002246124,-0.006220156002246124,-0.006220156002246124
2020-08-19,-0.0008375354192361462,-0.0008375354192359241,-0.0008375354192359241,-0.0008375354192361462,-0.0008375354192361462,-0.0008375354192359241,-0.0008375354192359241,-0.0008375354192359241
2020-08-20,-0.0026276997724845597,-0.0026276997724843376,-0.0026276997724843376,-0.0026276997724845597,-0.0026276997724845597,-0.0026276997724843376,-0.0026276997724843376,-0.0026276997724843376
2020-08-21,-0.005386882248458735,-0.005386882248458513,-0.005386882248458513,-0.005386882248458735,-0.005386882248458735,-0.005386882248458513,-0.005386882248458513,-0.005386882248458513
2020-08-24,-0.007014054035215933,-0.007014054035215822,-0.007014054035215933,-0.007014054035215933,-0.007014054035215933,-0.007014054035215822,-0.007014054035215933,-0.007014054035215933
