,Alpha_Always_Only,MAX_CAGR_MDD25_Core_Only,MAX_CAGR_MDD25_Core90_Alpha10,MAX_CAGR_MDD25_Core85_Alpha15,MAX_CAGR_MDD25_Core80_Alpha20,MAX_CAGR_MDD25_Core85_AlphaRegime15,ROBUST_MEDIAN_Core_Only,ROBUST_MEDIAN_Core90_Alpha10,ROBUST_MEDIAN_Core85_Alpha15,ROBUST_MEDIAN_Core80_Alpha20,ROBUST_MEDIAN_Core85_AlphaRegime15,SPY,QQQ,VT
2019-01-01,1.0,0.9942671921919952,0.9948404729727957,0.9951271133631959,0.9954137537535962,0.9951271133631959,0.9969391875474004,0.9972452687926604,0.9973983094152904,0.9975513500379203,0.9973983094152904,0.9888882959682409,0.9989751059303159,0.9838232735697456
2019-01-02,1.0,0.9917761697617516,0.9925972601252477,0.99300791302869,0.9934186377465949,0.99300791302869,0.9947670459900289,0.9952897411873015,0.9955511388029148,0.9958125697631794,0.9955511388029148,0.9947652921861145,1.001623735850027,0.9804295560384165
2019-01-03,1.0,0.9899146813942808,0.990920533582831,0.9914236828112505,0.991926980822724,0.9914236828112505,0.9946860363695537,0.9952167942193965,0.995482226350289,0.9957476939523724,0.995482226350289,0.9863759121655336,1.0081577610661905,0.9728844921773314
2019-01-04,1.0,1.0003473205192759,1.0003194493383492,1.0003049438356337,1.000290058105056,1.0003049438356337,1.0019448103542108,1.0017531767157328,1.0016571229399855,1.0015609111420092,1.0016571229399855,0.9847516183593872,1.0076507610538763,0.9980009934819579
2019-01-07,1.0,0.9970342493636227,0.9973377683746922,0.9974889526493176,0.9976397528994007,0.9974889526493176,1.0010510491653026,1.000948945493748,1.0008976440604587,1.0008461761494583,1.0008976440604587,0.9872932698569684,0.9973904197660903,0.9900269141948789
2019-01-08,1.0,1.0042070055925292,1.0037952141700592,1.003588575944611,1.0033814427210943,1.003588575944611,1.0067921864336908,1.0061154420171445,1.0057768629127903,1.005438145988844,1.0057768629127903,0.9979075505643722,0.9988351381976571,1.0040756523935972
2019-01-09,1.0,1.0093726448887668,1.008442383107672,1.0079766653254267,1.0075105568027691,1.0079766653254267,1.0103998477936742,1.0093601547468238,1.0088402825716738,1.0083203935056713,1.0088402825716738,1.0105649609013914,1.007315213347597,1.0184946942306503
2019-01-10,1.0,1.0184897039225005,1.0166401739898814,1.0157154478133346,1.0147907487279173,1.0157154478133346,1.0173002452694415,1.0155641220685208,1.0146965672013026,1.0138293503910503,1.0146965672013026,1.0198008586970475,0.9917353482399298,1.0327725957323437
2019-01-11,1.0,1.0164430688854125,1.0148015473911371,1.0139805466229541,1.013159387080442,1.0139805466229541,1.0171297394264467,1.015410928696359,1.0145520081684878,1.0136934111114952,1.0145520081684878,1.0329604940679906,0.9765331577135853,1.0256950896473072
2019-01-14,1.0,1.025253987893273,1.0227185680931699,1.0214516836039875,1.0201853509144287,1.0214516836039875,1.0237774574597431,1.0213837645620536,1.0201882481742008,1.018993618318556,1.0201882481742008,1.0257310497461278,0.969201142796637,1.0484147620819269
2019-01-15,1.0,1.0358937402120987,1.0322706645945077,1.0304619328596838,1.0286550722371055,1.0304619328596838,1.0322690755855803,1.0290083520569768,1.0273808187991087,1.0257551695649736,1.0273808187991087,1.0341306567172261,0.9673633805964932,1.0743066208893202
2019-01-16,1.0,1.0369777955681543,1.0332429020446163,1.03137854821707,1.02951625635073,1.03137854821707,1.0328376478920258,1.0295184507311759,1.0278618166815643,1.0262071571301554,1.0278618166815643,1.0302900859118829,0.9425804105295265,1.0793196018132742
2019-01-17,1.0,1.0353303353376706,1.0317655281440943,1.0299857682792355,1.028207771562552,1.0299857682792355,1.0316519112640725,1.0284547172733478,1.026858796123637,1.0252646574708446,1.026858796123637,1.042941545490085,0.9494855516748125,1.0735769937181145
2019-01-18,1.0,1.0293759485839105,1.026425031777215,1.0249506665392458,1.0234770327626628,1.0249506665392458,1.0283455963156762,1.0254882557648601,1.0240614855502943,1.0226359817897965,1.0240614855502943,1.0447754899194526,0.9477966072454184,1.062812076980243
2019-01-21,1.0,1.0369572077614129,1.0332286051292017,1.0313670338141914,1.02950728412672,1.0313670338141914,1.0355448256928221,1.0319495589327288,1.0301553371927892,1.0283633878514198,1.0301553371927892,1.0529704500590287,0.9218077895047976,1.0691130802555708
2019-01-22,1.0,1.036351456347557,1.032685389155256,1.0308549208464413,1.029026164567867,1.0308549208464413,1.0348098844279892,1.0312904082463057,1.02953388836648,1.0277795122564874,1.02953388836648,1.057050917162762,0.9099491407400069,1.0702135792045369
2019-01-23,1.0,1.0342812882981525,1.0308288287614245,1.0291046106871884,1.0273817362613562,1.0291046106871884,1.0315369260899827,1.0283547641901054,1.0267660579285787,1.0251789344499609,1.0267660579285787,1.067134923947684,0.9070446699323429,1.0728308584035946
2019-01-24,1.0,1.0284124899071954,1.0255645413997267,1.0241410998716003,1.0227180175234176,1.0241410998716003,1.0264800781354941,1.023817640797979,1.0224876169419461,1.021158390838549,1.0224876169419461,1.0572334987000105,0.8883193005041827,1.0558819639013908
2019-01-25,1.0,1.030093000915534,1.027072812902308,1.0255636013949865,1.024054982139263,1.0255636013949865,1.0277474723123305,1.0249553369787,1.0235607119267611,1.022167049633391,1.0235607119267611,1.0378617796085905,0.8990932768732403,1.0565636517603603
2019-01-28,1.0,1.0364598105527758,1.0327861410870167,1.0309515935305396,1.0291185739691695,1.0309515935305396,1.0320284495542251,1.0287977491770222,1.0271847189876175,1.025573235681837,1.0271847189876175,1.0506407637820494,0.9014808341165541,1.0714340529974837
2019-01-29,1.0,1.0357012195316329,1.0321058290702156,1.030310217934492,1.028515999627584,1.030310217934492,1.0303960661557066,1.0273332031848805,1.0258037053239633,1.0242754972525407,1.0258037053239633,1.0681307534108768,0.909219970273405,1.0822370086754638
2019-01-30,1.0,1.032638664324458,1.0293590977548432,1.027720595962518,1.0260829527442394,1.027720595962518,1.027029579824217,1.0243123717104559,1.022954945389542,1.0215983057729225,1.022954945389542,1.067040988426709,0.8984300115772647,1.077141464534632
2019-01-31,1.0,1.0324226870002877,1.0291653354950114,1.0275378895627072,1.025911267791377,1.0275378895627072,1.026436035157316,1.0237795948151533,1.0224524340260845,1.021125981128711,1.0224524340260845,1.0778761702915354,0.9032463073540296,1.0760019131811878
2019-02-01,1.0,1.0253893953508537,1.0228553443973247,1.0215878773373213,1.020320121262986,1.0215878773373213,1.0228191323752176,1.0205328068769672,1.019389998289666,1.0182474279403857,1.019389998289666,1.0573976782332992,0.8964814147070502,1.0574731282895546
2019-02-04,1.0,1.020241263474026,1.018233476056404,1.0172281884531522,1.0162219766442422,1.0172281884531522,1.0197318568402176,1.017760469832374,1.0167746120035492,1.0157886468923176,1.0167746120035492,1.049928842030523,0.8947800526969174,1.049327197848722
2019-02-05,1.0,1.019312848821253,1.01739954723813,1.0164413665995309,1.0154821709474022,1.0164413665995309,1.0184700706567837,1.016627057669913,1.0157052040741867,1.0147831213151062,1.0157052040741867,1.0513508362834703,0.8989450395047346,1.0453156051850037
2019-02-06,1.0,1.0257698225706597,1.0231999155539955,1.0219143329661415,1.020628337193324,1.0219143329661415,1.0239983335138287,1.0215934907422992,1.0203914709443602,1.0191897213707404,1.0203914709443602,1.0300657566155589,0.8985578732292979,1.0535545675451738
2019-02-07,1.0,1.0212493771109428,1.019141707387029,1.0180863964064222,1.0170301071565997,1.0180863964064222,1.021182172147205,1.019064897848954,1.0180061653208359,1.016947371847584,1.0180061653208359,1.0117067774200457,0.9076893105165231,1.0449233920291616
2019-02-08,1.0,1.0161117633957575,1.0145273978189184,1.0137329499925938,1.0129369969373774,1.0137329499925938,1.0167356693716036,1.0150713426162496,1.014238392773812,1.0134049211978218,1.014238392773812,1.014001317223796,0.9095782982839219,1.0322715420513529
2019-02-11,1.0,1.018668690077681,1.0168250436486652,1.0159012495668363,1.0149761471394543,1.0159012495668363,1.0184309529388718,1.016594600269859,1.0156758444857017,1.0147567051563464,1.0156758444857017,1.007030624871695,0.9049082581345426,1.041960363389598
2019-02-12,1.0,1.0172241002773885,1.0155272658815266,1.0146766841041939,1.013824664460951,1.0146766841041939,1.0175271053924537,1.0157826042486717,1.0149096524333652,1.014036235806494,1.0149096524333652,1.0032210927361738,0.9144823195904231,1.0369488950221672
2019-02-13,1.0,1.0129072634445015,1.0116485935668749,1.01101656178711,1.0103827360580033,1.01101656178711,1.0136770924291425,1.0123235331770666,1.0116455595132965,1.0109667921465206,1.0116455595132965,0.9987111185828421,0.9264980766503299,1.0268186257404992
2019-02-14,1.0,1.020590466144239,1.0185548833499711,1.0175350937778855,1.01651397878524,1.0175350937778855,1.0192717115947867,1.0173519669993953,1.0163914553479845,1.0154305206718395,1.0163914553479845,0.9838098312619211,0.9278528249049519,1.0371372279566913
2019-02-15,1.0,1.0267422510655295,1.0240804469356417,1.0227484566950116,1.0214157493382,1.0227484566950116,1.02618095634979,1.0235585754000995,1.0222477178775995,1.020937086129676,1.0222477178775995,0.9816082945582355,0.9432359041998439,1.0431235717290004
2019-02-18,1.0,1.0245314893545385,1.0220959196067632,1.0208766186978546,1.0196563151064466,1.0208766186978546,1.0248079327920196,1.0223260120541542,1.021085121104231,1.0198442802953183,1.021085121104231,0.9818100889180763,0.9409604562993888,1.0407899496665134
2019-02-19,1.0,1.022290101367029,1.0200834659280977,1.018978235366931,1.0178717371292423,1.018978235366931,1.0232101759870467,1.0208915134897363,1.019731961354757,1.0185722658335135,1.019731961354757,0.9753295103785139,0.9399022632616177,1.0366710056875477
2019-02-20,1.0,1.0229570402571442,1.0206824152872993,1.0195432968700922,1.0184029822196392,1.0195432968700922,1.0227698895900565,1.0204961536789499,1.0193589900889872,1.0182216332666978,1.0193589900889872,0.9698366632373314,0.9403371124205946,1.0416635070344886
2019-02-21,1.0,1.0249364576491136,1.0224599296896542,1.0212201869115407,1.0199794664673314,1.0212201869115407,1.0242580532912058,1.0218325234857581,1.0206197107100097,1.0194068699380354,1.0206197107100097,0.9678237455218833,0.9392586371665674,1.0486820100819336
2019-02-22,1.0,1.0272397529686643,1.0245278866226095,1.023170889230998,1.0218131910176638,1.023170889230998,1.0266556752273222,1.0239852732336627,1.0226504501014382,1.0213158828203555,1.0226504501014382,0.9777530412870946,0.9361487204686432,1.05157715305083
2019-02-25,1.0,1.0323926043410803,1.029153209893311,1.0275334641602882,1.0259136954916948,1.0275334641602882,1.0324446769391245,1.029181822941984,1.0275519049384423,1.025922996606682,1.0275519049384423,0.9770067679508105,0.9285331211925345,1.0533639054984738
2019-02-26,1.0,1.0297046558020755,1.0267416469183521,1.0252594615155275,1.0237768315061555,1.0252594615155275,1.0296044103058433,1.0266336615044598,1.0251491193591882,1.0236651362713725,1.0251491193591882,0.9550346710263108,0.9178982920707881,1.0459852495001272
2019-02-27,1.0,1.0266266567987838,1.0239794191540696,1.0226544568227287,1.0213286078923547,1.0226544568227287,1.0278084367224076,1.0250219490586652,1.0236291475999677,1.0222366454649034,1.0236291475999677,0.9417985161660087,0.9194960282762439,1.039405424601042
2019-02-28,1.0,1.029651172128375,1.026694463894937,1.0252153478261854,1.0237357334121635,1.0252153478261854,1.031495379241435,1.0283312012351458,1.0267503056282397,1.025170209828077,1.0267503056282397,0.9527410348496599,0.9331965206910077,1.0375238364338621
2019-03-01,1.0,1.027787258493145,1.025021758734157,1.0236378466491374,1.022253169185341,1.0236378466491374,1.0306812864480939,1.027600765274649,1.0260615099874493,1.0245229292321074,1.0260615099874493,0.9452844331782491,0.942745375068493,1.0258830324630075
2019-03-04,1.0,1.0253607182404127,1.022843748758603,1.021583614456823,1.0203223894890463,1.021583614456823,1.0294330278004624,1.0264806902305115,1.0250052458986068,1.0235302890257307,1.0250052458986068,0.9446306733388874,0.9475344038547887,1.0129502925405072
2019-03-05,1.0,1.0253120654729948,1.022800068753786,1.0215424119426817,1.020283658527718,1.0215424119426817,1.0295621385103002,1.0265965566174198,1.0251145179722772,1.0236329853399837,1.0251145179722772,0.967062108816456,0.9622393974273706,1.0121131364499203
2019-03-06,1.0,1.0284188247246053,1.0255893017247395,1.0241734483648355,1.0227568768206758,1.0241734483648355,1.031734964917336,1.028546467576399,1.0269534419573727,1.025361235980496,1.0269534419573727,0.9747826387899537,0.9628563602794179,1.0244580179251828
