,Baseline,Residual_05,Residual_10,Residual_15,Residual_20,Residual_25,Residual_30,Residual_40
2020-07-29,-0.017644241028747176,-0.017644241028747176,-0.017644241028747176,-0.017644241028747176,-0.01764424102874762,-0.0176442410287474,-0.017644241028746954,-0.017644241028746954
2020-07-30,-0.010939889569210548,-0.010939889569210548,-0.010939889569210548,-0.010939889569210548,-0.010939889569211103,-0.01093988956921077,-0.010939889569210437,-0.010939889569210437
2020-07-31,-0.005030985569829616,-0.005030985569829616,-0.005030985569829616,-0.005030985569829616,-0.00503098556983006,-0.005030985569829838,-0.005030985569829394,-0.005030985569829394
2020-08-03,-0.00041226670875016413,-0.00041226670875016413,-0.00041226670875016413,-0.00041226670875016413,-0.0004122667087506082,-0.00041226670875027516,-0.0004122667087499421,-0.0004122667087499421
2020-08-04,-0.002349067293480722,-0.002349067293480722,-0.002349067293480722,-0.002349067293480722,-0.0023490672934812773,-0.002349067293480833,-0.002349067293480611,-0.002349067293480611
2020-08-05,-0.0049673342987466285,-0.0049673342987466285,-0.0049673342987466285,-0.0049673342987466285,-0.004967334298747184,-0.0049673342987466285,-0.0049673342987465174,-0.0049673342987465174
2020-08-06,-0.002444645957980107,-0.002444645957980107,-0.002444645957980107,-0.002444645957980107,-0.0024446459579807733,-0.002444645957980107,-0.002444645957979996,-0.002444645957979996
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,-0.0040587740551627505,-0.0040587740551627505,-0.0040587740551627505,-0.0040587740551627505,-0.0040587740551626394,-0.0040587740551627505,-0.0040587740551626394,-0.0040587740551626394
2020-08-11,-0.003320123275301956,-0.003320123275301956,-0.003320123275301956,-0.003320123275301956,-0.003320123275301845,-0.003320123275301956,-0.003320123275301734,-0.003320123275301734
2020-08-12,-0.006858580543516957,-0.006858580543516957,-0.006858580543516957,-0.006858580543516957,-0.006858580543516846,-0.006858580543516957,-0.006858580543516735,-0.006858580543516735
2020-08-13,-0.007947509481060488,-0.007947509481060488,-0.007947509481060488,-0.007947509481060488,-0.007947509481060266,-0.007947509481060377,-0.007947509481060155,-0.007947509481060155
2020-08-14,-0.00903011253967878,-0.00903011253967878,-0.00903011253967878,-0.00903011253967878,-0.00903011253967867,-0.00903011253967878,-0.009030112539678448,-0.009030112539678448
2020-08-17,-0.007020861867276795,-0.007020861867276795,-0.007020861867276795,-0.007020861867276795,-0.007020861867276573,-0.007020861867276684,-0.007020861867276573,-0.007020861867276573
2020-08-18,-0.0062201560022463465,-0.0062201560022463465,-0.0062201560022463465,-0.0062201560022463465,-0.006220156002246124,-0.0062201560022463465,-0.006220156002246124,-0.006220156002246124
2020-08-19,-0.0008375354192361462,-0.0008375354192361462,-0.0008375354192361462,-0.0008375354192361462,-0.0008375354192359241,-0.0008375354192361462,-0.0008375354192359241,-0.0008375354192359241
2020-08-20,-0.0026276997724845597,-0.0026276997724845597,-0.0026276997724845597,-0.0026276997724845597,-0.0026276997724843376,-0.0026276997724845597,-0.0026276997724843376,-0.0026276997724843376
2020-08-21,-0.005386882248458735,-0.005386882248458735,-0.005386882248458735,-0.005386882248458735,-0.005386882248458513,-0.005386882248458624,-0.005386882248458513,-0.005386882248458513
2020-08-24,-0.007014054035215933,-0.007014054035215933,-0.007014054035215933,-0.007014054035215933,-0.007014054035215822,-0.007014054035215822,-0.007014054035215933,-0.007014054035215933
2020-08-25,-0.010379049282993602,-0.010379049282993602,-0.010379049282993602,-0.010379049282993602,-0.01037904928299338,-0.01037904928299338,-0.01037904928299338,-0.01037904928299338
2020-08-26,-0.01127559379060783,-0.01127559379060783,-0.01127559379060783,-0.01127559379060783,-0.01127559379060783,-0.01127559379060783,-0.01127559379060783,-0.01127559379060783
2020-08-27,-0.0098375236815742,-0.0098375236815742,-0.0098375236815742,-0.0098375236815742,-0.0098375236815742,-0.0098375236815742,-0.0098375236815742,-0.0098375236815742
2020-08-28,-0.00614763412440833,-0.00614763412440833,-0.00614763412440833,-0.00614763412440833,-0.00614763412440833,-0.00614763412440833,-0.006147634124408219,-0.006147634124408219
2020-08-31,-0.0011316147451922998,-0.0011316147451922998,-0.0011316147451922998,-0.0011316147451922998,-0.0011316147451921887,-0.0011316147451922998,-0.0011316147451920777,-0.0011316147451920777
2020-09-01,-0.0016805914130681998,-0.0016805914130681998,-0.0016805914130681998,-0.0016805914130681998,-0.0016805914130679778,-0.0016805914130680888,-0.0016805914130678667,-0.0016805914130678667
2020-09-02,-0.0022232881615624756,-0.0022232881615624756,-0.0022232881615624756,-0.0022232881615624756,-0.0022232881615622535,-0.0022232881615624756,-0.0022232881615621425,-0.0022232881615621425
2020-09-03,-0.005682489439939431,-0.005682489439939431,-0.005682489439939431,-0.005682489439939431,-0.005682489439939209,-0.005682489439939542,-0.005682489439939209,-0.005682489439939209
2020-09-04,-0.003106717546502047,-0.003106717546502047,-0.003106717546502047,-0.003106717546502047,-0.003106717546502047,-0.003106717546502269,-0.003106717546501825,-0.003106717546501825
2020-09-07,-0.0050551450664961806,-0.0050551450664961806,-0.0050551450664961806,-0.0050551450664961806,-0.0050551450664961806,-0.005055145066496403,-0.0050551450664960695,-0.0050551450664960695
2020-09-08,-0.004312385283955611,-0.004312385283955611,-0.004312385283955611,-0.004312385283955611,-0.004312385283955833,-0.004312385283955833,-0.0043123852839555,-0.0043123852839555
2020-09-09,-0.002467350640202315,-0.002467350640202315,-0.002467350640202315,-0.002467350640202315,-0.002467350640202648,-0.002467350640202648,-0.002467350640202204,-0.002467350640202204
2020-09-10,-0.007999777951793074,-0.007999777951793074,-0.007999777951793074,-0.007999777951793074,-0.007999777951793297,-0.007999777951793408,-0.007999777951792963,-0.007999777951792963
2020-09-11,-0.004456937227940161,-0.004456937227940161,-0.004456937227940161,-0.004456937227940161,-0.004456937227940494,-0.004456937227940383,-0.004456937227939939,-0.004456937227939939
2020-09-14,-0.008490612599895031,-0.008490612599895031,-0.008490612599895031,-0.008490612599895031,-0.008490612599895253,-0.008490612599895364,-0.00849061259989492,-0.00849061259989492
2020-09-15,-0.009224262260984384,-0.009224262260984384,-0.009224262260984384,-0.009224262260984384,-0.009224262260984606,-0.009224262260984606,-0.009224262260984162,-0.009224262260984162
2020-09-16,-0.006009306671674874,-0.006009306671674874,-0.006009306671674874,-0.006009306671674874,-0.0060093066716750965,-0.0060093066716749854,-0.006009306671674652,-0.006009306671674652
2020-09-17,-0.01047188798827503,-0.01047188798827503,-0.01047188798827503,-0.01047188798827503,-0.010471887988275141,-0.010471887988275141,-0.010471887988274808,-0.010471887988274808
2020-09-18,-0.01355929148170365,-0.01355929148170365,-0.01355929148170365,-0.01355929148170365,-0.013559291481703872,-0.01355929148170354,-0.013559291481703428,-0.013559291481703428
2020-09-21,-0.006195531093284745,-0.006195531093284745,-0.006195531093284745,-0.006195531093284745,-0.006195531093284856,-0.006195531093284523,-0.006195531093284412,-0.006195531093284412
2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-23,-0.0010190592461454262,-0.0010190592461454262,-0.0010190592461454262,-0.0010190592461454262,-0.0010190592461453152,-0.0010190592461452042,-0.0010190592461453152,-0.0010190592461453152
2020-09-24,-0.0007185053386878915,-0.0007185053386878915,-0.0007185053386878915,-0.0007185053386878915,-0.0007185053386878915,-0.0007185053386877804,-0.0007185053386878915,-0.0007185053386878915
2020-09-25,-0.003734202382415286,-0.003734202382415286,-0.003734202382415286,-0.003734202382415286,-0.003734202382415286,-0.003734202382415175,-0.003734202382415175,-0.003734202382415175
2020-09-28,-0.006873518661560385,-0.006873518661560385,-0.006873518661560385,-0.006873518661560385,-0.006873518661560385,-0.006873518661560163,-0.006873518661560274,-0.006873518661560274
2020-09-29,-0.008445439148269673,-0.008445439148269673,-0.008445439148269673,-0.008445439148269673,-0.008445439148269562,-0.00844543914826934,-0.008445439148269562,-0.008445439148269562
2020-09-30,-0.005750600338221168,-0.005750600338221168,-0.005750600338221168,-0.005750600338221168,-0.005750600338221168,-0.005750600338220946,-0.005750600338221057,-0.005750600338221057
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,-0.004225032347155544,-0.004225032347155544,-0.004225032347155544,-0.004225032347155544,-0.004225032347155433,-0.004225032347155433,-0.004225032347155433,-0.004225032347155433
2020-10-05,-0.004117216620478148,-0.004117216620478148,-0.004117216620478148,-0.004117216620478148,-0.004117216620477926,-0.004117216620478037,-0.004117216620478037,-0.004117216620478037
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-07,-4.3280105182064155e-05,-4.3280105182064155e-05,-4.3280105182064155e-05,-4.3280105182064155e-05,-4.3280105182064155e-05,-4.328010518195313e-05,-4.3280105182064155e-05,-4.3280105182064155e-05
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,-0.0015004509915472752,-0.0015004509915472752,-0.0015004509915472752,-0.0015004509915472752,-0.0015004509915471642,-0.0015004509915471642,-0.0015004509915471642,-0.0015004509915471642
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,-0.00871691260391716,-0.00871691260391716,-0.00871691260391716,-0.00871691260391716,-0.00871691260391727,-0.00871691260391727,-0.00871691260391727,-0.00871691260391727
2020-10-14,-0.011494137693802475,-0.011494137693802475,-0.011494137693802475,-0.011494137693802475,-0.011494137693802586,-0.011494137693802808,-0.011494137693802586,-0.011494137693802586
2020-10-15,-0.016732847556422237,-0.016732847556422237,-0.016732847556422237,-0.016732847556422237,-0.016732847556422237,-0.01673284755642246,-0.016732847556422348,-0.016732847556422348
2020-10-16,-0.01475431164709129,-0.01475431164709129,-0.01475431164709129,-0.01475431164709129,-0.014754311647091178,-0.014754311647091511,-0.014754311647091511,-0.014754311647091511
2020-10-19,-0.010760788916414188,-0.010760788916414188,-0.010760788916414188,-0.010760788916414188,-0.010760788916414077,-0.01076078891641441,-0.01076078891641441,-0.01076078891641441
2020-10-20,-0.009942107098768527,-0.009942107098768527,-0.009942107098768527,-0.009942107098768527,-0.009942107098768305,-0.009942107098768527,-0.009942107098768749,-0.009942107098768749
2020-10-21,-0.014834998889243,-0.014834998889243,-0.014834998889243,-0.014834998889243,-0.014834998889242779,-0.014834998889243,-0.014834998889243334,-0.014834998889243334
2020-10-22,-0.013088946578418303,-0.013088946578418303,-0.013088946578418303,-0.013088946578418303,-0.013088946578418081,-0.013088946578418303,-0.013088946578418748,-0.013088946578418748
2020-10-23,-0.010952696318646371,-0.010952696318646371,-0.010952696318646371,-0.010952696318646371,-0.010952696318646149,-0.010952696318646371,-0.010952696318646815,-0.010952696318646815
2020-10-26,-0.006779974179858206,-0.006779974179858206,-0.006779974179858206,-0.006779974179858206,-0.006779974179858095,-0.006779974179858317,-0.006779974179858761,-0.006779974179858761
2020-10-27,-0.008874655476869164,-0.008874655476869164,-0.008874655476869164,-0.008874655476869164,-0.008874655476869053,-0.008874655476869386,-0.008874655476869608,-0.008874655476869608
2020-10-28,-0.01608943200563795,-0.01608943200563795,-0.01608943200563795,-0.01608943200563795,-0.016089432005637838,-0.01608943200563817,-0.016089432005638504,-0.016089432005638504
2020-10-29,-0.014797005390833728,-0.014797005390833728,-0.014797005390833728,-0.014797005390833728,-0.014797005390833728,-0.014797005390834062,-0.014797005390834284,-0.014797005390834284
2020-10-30,-0.013346847710612564,-0.013346847710612564,-0.013346847710612564,-0.013346847710612564,-0.013346847710612564,-0.013346847710612897,-0.013346847710613119,-0.013346847710613119
2020-11-02,-0.012569770901932564,-0.012569770901932564,-0.012569770901932564,-0.012569770901932564,-0.012569770901932564,-0.012569770901933008,-0.012569770901933341,-0.012569770901933341
2020-11-03,-0.012026153592058164,-0.012026153592058164,-0.012026153592058164,-0.012026153592058164,-0.012026153592058164,-0.012026153592058497,-0.01202615359205883,-0.01202615359205883
2020-11-04,-0.012728914837145444,-0.012728914837145444,-0.012728914837145444,-0.012728914837145444,-0.012728914837145444,-0.012728914837145666,-0.012728914837146,-0.012728914837146
2020-11-05,-0.011051427068272224,-0.011051427068272224,-0.011051427068272224,-0.011051427068272224,-0.011051427068272335,-0.011051427068272446,-0.01105142706827289,-0.01105142706827289
2020-11-06,-0.006338321169705119,-0.006338321169705119,-0.006338321169705119,-0.006338321169705119,-0.00633832116970523,-0.00633832116970523,-0.006338321169705785,-0.006338321169705785
2020-11-09,-0.003236641450613198,-0.003236641450613198,-0.003236641450613198,-0.003236641450613198,-0.003236641450613309,-0.003236641450613309,-0.003236641450613864,-0.003236641450613864
2020-11-10,-0.004372663327117943,-0.004372663327117943,-0.004372663327117943,-0.004372663327117943,-0.004372663327117943,-0.004372663327118054,-0.004372663327118609,-0.004372663327118609
2020-11-11,-0.01123834562564252,-0.01123834562564252,-0.01123834562564252,-0.01123834562564252,-0.011238345625642743,-0.011238345625642854,-0.011238345625643298,-0.011238345625643298
2020-11-12,-0.013280495243489066,-0.013280495243489066,-0.013280495243489066,-0.013280495243489066,-0.013280495243489177,-0.013280495243489288,-0.013280495243489843,-0.013280495243489843
2020-11-13,-0.011318022816692808,-0.011318022816692808,-0.011318022816692808,-0.011318022816692808,-0.01131802281669303,-0.01131802281669303,-0.011318022816693585,-0.011318022816693585
2020-11-16,-0.008329635588970596,-0.008329635588970596,-0.008329635588970596,-0.008329635588970596,-0.008329635588970818,-0.008329635588970707,-0.008329635588971263,-0.008329635588971263
2020-11-17,-0.006322064348017187,-0.006322064348017187,-0.006322064348017187,-0.006322064348017187,-0.006322064348017409,-0.006322064348017298,-0.006322064348017853,-0.006322064348017853
2020-11-18,-0.008491601096101586,-0.008491601096101586,-0.008491601096101586,-0.008491601096101586,-0.00849160109610192,-0.008491601096101808,-0.008491601096102364,-0.008491601096102364
2020-11-19,-0.006270571226649646,-0.006270571226649646,-0.006270571226649646,-0.006270571226649646,-0.006270571226649868,-0.006270571226649868,-0.006270571226650312,-0.006270571226650312
2020-11-20,-0.008360543899150419,-0.008360543899150419,-0.008360543899150419,-0.008360543899150419,-0.008360543899150419,-0.00836054389915053,-0.008360543899150974,-0.008360543899150974
2020-11-23,-0.006646853652907292,-0.006646853652907292,-0.006646853652907292,-0.006646853652907292,-0.006646853652907292,-0.006646853652907292,-0.006646853652907847,-0.006646853652907847
2020-11-24,-0.006343469851469163,-0.006343469851469163,-0.006343469851469163,-0.006343469851469163,-0.006343469851469163,-0.0063434698514692744,-0.0063434698514698296,-0.0063434698514698296
2020-11-25,-0.0067373205188595575,-0.0067373205188595575,-0.0067373205188595575,-0.0067373205188595575,-0.0067373205188595575,-0.0067373205188595575,-0.006737320518860335,-0.006737320518860335
2020-11-26,-0.008035238536146183,-0.008035238536146183,-0.008035238536146183,-0.008035238536146183,-0.008035238536146294,-0.008035238536146072,-0.00803523853614696,-0.00803523853614696
2020-11-27,-0.003030057996464608,-0.003030057996464608,-0.003030057996464608,-0.003030057996464608,-0.00303005799646483,-0.003030057996464719,-0.003030057996465607,-0.003030057996465607
2020-11-30,-0.0021238765262036052,-0.0021238765262036052,-0.0021238765262036052,-0.0021238765262036052,-0.0021238765262037163,-0.0021238765262037163,-0.0021238765262046044,-0.0021238765262046044
2020-12-01,-0.0003065875152125086,-0.0003065875152125086,-0.0003065875152125086,-0.0003065875152125086,-0.00030658751521273064,-0.0003065875152126196,-0.0003065875152136188,-0.0003065875152136188
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-03,-0.0011057100569328293,-0.0011057100569328293,-0.0011057100569328293,-0.0011057100569328293,-0.0011057100569328293,-0.0011057100569328293,-0.0011057100569328293,-0.0011057100569328293
2020-12-04,-0.0016885050317113626,-0.0016885050317113626,-0.0016885050317113626,-0.0016885050317113626,-0.0016885050317112515,-0.0016885050317113626,-0.0016885050317114736,-0.0016885050317114736
2020-12-07,-0.0002989314302512813,-0.0002989314302512813,-0.0002989314302512813,-0.0002989314302512813,-0.0002989314302511703,-0.00029893143025139235,-0.0002989314302512813,-0.0002989314302512813
2020-12-08,-0.006006664229809999,-0.006006664229809999,-0.006006664229809999,-0.006006664229809999,-0.006006664229809888,-0.006006664229809888,-0.006006664229809999,-0.006006664229809999
2020-12-09,-0.0015511917213963944,-0.0015511917213963944,-0.0015511917213963944,-0.0015511917213963944,-0.0015511917213961723,-0.0015511917213962834,-0.0015511917213965054,-0.0015511917213965054
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-11,-0.0014243364139991943,-0.0014243364139991943,-0.0014243364139991943,-0.0014243364139991943,-0.0014243364139991943,-0.0014243364139991943,-0.0014243364139993053,-0.0014243364139993053
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-22,-0.0021511174614023965,-0.0021511174614023965,-0.0021511174614023965,-0.0021511174614023965,-0.0021511174614023965,-0.0021511174614023965,-0.0021511174614022854,-0.0021511174614022854
2020-12-23,-0.0033030033423808725,-0.0033030033423808725,-0.0033030033423808725,-0.0033030033423808725,-0.0033030033423807614,-0.0033030033423807614,-0.0033030033423806504,-0.0033030033423806504
2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-25,-0.0003116694934037767,-0.0003116694934037767,-0.0003116694934037767,-0.0003116694934037767,-0.0003116694934036657,-0.0003116694934036657,-0.0003116694934037767,-0.0003116694934037767
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-30,-0.002667085277034076,-0.002667085277034076,-0.002667085277034076,-0.002667085277034076,-0.002667085277034076,-0.002667085277034076,-0.002667085277033965,-0.002667085277033965
2020-12-31,-0.010889026731503937,-0.010889026731503937,-0.010889026731503937,-0.010889026731503937,-0.010889026731504048,-0.010889026731503937,-0.010889026731503826,-0.010889026731503826
2021-01-01,-0.013025439175306963,-0.013025439175306963,-0.013025439175306963,-0.013025439175306963,-0.013025439175307074,-0.013025439175306963,-0.01302543917530663,-0.01302543917530663
2021-01-04,-0.010697926396941115,-0.010697926396941115,-0.010697926396941115,-0.010697926396941115,-0.010697926396941226,-0.010697926396941226,-0.010697926396940893,-0.010697926396940893
2021-01-05,-0.0064083514127938335,-0.0064083514127938335,-0.0064083514127938335,-0.0064083514127938335,-0.0064083514127940555,-0.0064083514127939445,-0.006408351412793611,-0.006408351412793611
2021-01-06,-0.015377913503331841,-0.015377913503331841,-0.015377913503331841,-0.015377913503331841,-0.015377913503332064,-0.015377913503331953,-0.01537791350333162,-0.01537791350333162
2021-01-07,-0.015184787632832486,-0.015184787632832486,-0.015184787632832486,-0.015184787632832486,-0.015184787632832708,-0.015184787632832597,-0.015184787632832264,-0.015184787632832264
2021-01-08,-0.015885782966374107,-0.015885782966374107,-0.015885782966374107,-0.015885782966374107,-0.01588578296637444,-0.01588578296637433,-0.015885782966374107,-0.015885782966374107
2021-01-11,-0.020183282523130952,-0.020183282523130952,-0.020183282523130952,-0.020183282523130952,-0.020183282523131285,-0.020183282523131063,-0.02018328252313084,-0.02018328252313084
2021-01-12,-0.01821998862690144,-0.01821998862690144,-0.01821998862690144,-0.01821998862690144,-0.018219988626901662,-0.018219988626901662,-0.018219988626901218,-0.018219988626901218
2021-01-13,-0.01738174304267548,-0.01738174304267548,-0.01738174304267548,-0.01738174304267548,-0.01738174304267548,-0.01738174304267559,-0.017381743042675035,-0.017381743042675035
2021-01-14,-0.014703626086287946,-0.014703626086287946,-0.014703626086287946,-0.014703626086287946,-0.014703626086287946,-0.014703626086287946,-0.014703626086287391,-0.014703626086287391
2021-01-15,-0.014969741098550093,-0.014969741098550093,-0.014969741098550093,-0.014969741098550093,-0.014969741098550204,-0.014969741098549982,-0.014969741098549538,-0.014969741098549538
2021-01-18,-0.007099440584603212,-0.007099440584603212,-0.007099440584603212,-0.007099440584603212,-0.007099440584603101,-0.0070994405846029895,-0.0070994405846025455,-0.0070994405846025455
2021-01-19,-0.0035677875760272704,-0.0035677875760272704,-0.0035677875760272704,-0.0035677875760272704,-0.0035677875760272704,-0.0035677875760271593,-0.0035677875760266042,-0.0035677875760266042
2021-01-20,-0.004294429390461207,-0.004294429390461207,-0.004294429390461207,-0.004294429390461207,-0.004294429390461207,-0.004294429390461096,-0.004294429390460541,-0.004294429390460541
2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-22,-0.0017516335963057017,-0.0017516335963057017,-0.0017516335963057017,-0.0017516335963057017,-0.0017516335963058127,-0.0017516335963058127,-0.0017516335963058127,-0.0017516335963058127
2021-01-25,-0.0022375528658011845,-0.0022375528658011845,-0.0022375528658011845,-0.0022375528658011845,-0.0022375528658012955,-0.0022375528658011845,-0.0022375528658012955,-0.0022375528658012955
2021-01-26,-0.005094230432081348,-0.005094230432081348,-0.005094230432081348,-0.005094230432081348,-0.005094230432081348,-0.005094230432081237,-0.005094230432081459,-0.005094230432081459
2021-01-27,-0.0032238527045956866,-0.0032238527045956866,-0.0032238527045956866,-0.0032238527045956866,-0.0032238527045959087,-0.0032238527045956866,-0.0032238527045957976,-0.0032238527045957976
2021-01-28,-0.003957173803433189,-0.003957173803433189,-0.003957173803433189,-0.003957173803433189,-0.003957173803433411,-0.003957173803433189,-0.003957173803433189,-0.003957173803433189
2021-01-29,-0.005478087142530286,-0.005478087142530286,-0.005478087142530286,-0.005478087142530286,-0.005478087142530508,-0.005478087142530397,-0.005478087142530286,-0.005478087142530286
2021-02-01,-0.005216205051410072,-0.005216205051410072,-0.005216205051410072,-0.005216205051410072,-0.005216205051410405,-0.005216205051410183,-0.005216205051410072,-0.005216205051410072
2021-02-02,-0.0041626073301186395,-0.0041626073301186395,-0.0041626073301186395,-0.0041626073301186395,-0.0041626073301189725,-0.0041626073301187505,-0.0041626073301186395,-0.0041626073301186395
2021-02-03,-0.003844874649542973,-0.003844874649542973,-0.003844874649542973,-0.003844874649542973,-0.003844874649543417,-0.003844874649542973,-0.003844874649542973,-0.003844874649542973
2021-02-04,-0.0064947654249598585,-0.0064947654249598585,-0.0064947654249598585,-0.0064947654249598585,-0.006494765424960303,-0.0064947654249599696,-0.0064947654249599696,-0.0064947654249599696
2021-02-05,-0.009865436410590456,-0.009865436410590456,-0.009865436410590456,-0.009865436410590456,-0.00986543641059101,-0.009865436410590678,-0.009865436410590678,-0.009865436410590678
2021-02-08,-0.009017289780757554,-0.009017289780757554,-0.009017289780757554,-0.009017289780757554,-0.009017289780757998,-0.009017289780757776,-0.009017289780757776,-0.009017289780757776
2021-02-09,-0.007181711532148305,-0.007181711532148305,-0.007181711532148305,-0.007181711532148305,-0.007181711532148749,-0.007181711532148416,-0.007181711532148638,-0.007181711532148638
2021-02-10,-0.008778238808784256,-0.008778238808784256,-0.008778238808784256,-0.008778238808784256,-0.00877823880878481,-0.008778238808784367,-0.008778238808784589,-0.008778238808784589
2021-02-11,-0.004455495897489947,-0.004455495897489947,-0.004455495897489947,-0.004455495897489947,-0.004455495897490724,-0.00445549589749028,-0.004455495897490502,-0.004455495897490502
2021-02-12,-0.0034510293016082327,-0.0034510293016082327,-0.0034510293016082327,-0.0034510293016082327,-0.003451029301609121,-0.003451029301608566,-0.00345102930160901,-0.00345102930160901
2021-02-15,-0.004819128605993095,-0.004819128605993095,-0.004819128605993095,-0.004819128605993095,-0.004819128605993983,-0.004819128605993428,-0.004819128605993872,-0.004819128605993872
2021-02-16,-0.00437936338918643,-0.00437936338918643,-0.00437936338918643,-0.00437936338918643,-0.0043793633891874295,-0.004379363389186985,-0.0043793633891873185,-0.0043793633891873185
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-22,-0.0009475460145147441,-0.0009475460145147441,-0.0009475460145147441,-0.0009475460145147441,-0.000947546014514633,-0.0009475460145147441,-0.000947546014514633,-0.000947546014514633
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,-0.0012542295119689628,-0.0012542295119689628,-0.0012542295119689628,-0.0012542295119689628,-0.0012542295119688518,-0.0012542295119688518,-0.0012542295119689628,-0.0012542295119689628
2021-03-01,-0.004877730143046821,-0.004877730143046821,-0.004877730143046821,-0.004877730143046821,-0.00487773014304671,-0.00487773014304671,-0.004877730143046821,-0.004877730143046821
2021-03-02,-0.014021875398460115,-0.014021875398460115,-0.014021875398460115,-0.014021875398460115,-0.014021875398460115,-0.014021875398460115,-0.014021875398460226,-0.014021875398460226
2021-03-03,-0.014960375898858791,-0.014960375898858791,-0.014960375898858791,-0.014960375898858791,-0.01496037589885868,-0.01496037589885868,-0.01496037589885868,-0.01496037589885868
2021-03-04,-0.01327186174101469,-0.01327186174101469,-0.01327186174101469,-0.01327186174101469,-0.013271861741014468,-0.013271861741014468,-0.013271861741014579,-0.013271861741014579
2021-03-05,-0.010330222255772181,-0.010330222255772181,-0.010330222255772181,-0.010330222255772181,-0.01033022225577196,-0.010330222255771848,-0.01033022225577207,-0.01033022225577207
2021-03-08,-0.006986974247334965,-0.006986974247334965,-0.006986974247334965,-0.006986974247334965,-0.006986974247334854,-0.006986974247334743,-0.006986974247334854,-0.006986974247334854
2021-03-09,-0.0020586755420108904,-0.0020586755420108904,-0.0020586755420108904,-0.0020586755420108904,-0.0020586755420106684,-0.0020586755420105574,-0.0020586755420107794,-0.0020586755420107794
2021-03-10,-0.00618659042222125,-0.00618659042222125,-0.00618659042222125,-0.00618659042222125,-0.006186590422221028,-0.006186590422220806,-0.006186590422221028,-0.006186590422221028
2021-03-11,-0.009190154628842762,-0.009190154628842762,-0.009190154628842762,-0.009190154628842762,-0.00919015462884254,-0.009190154628842429,-0.00919015462884265,-0.00919015462884265
2021-03-12,-0.009970637515636649,-0.009970637515636649,-0.009970637515636649,-0.009970637515636649,-0.009970637515636538,-0.009970637515636316,-0.009970637515636538,-0.009970637515636538
2021-03-15,-0.01102801845924617,-0.01102801845924617,-0.01102801845924617,-0.01102801845924617,-0.01102801845924617,-0.011028018459245725,-0.01102801845924617,-0.01102801845924617
2021-03-16,-0.013098982454874952,-0.013098982454874952,-0.013098982454874952,-0.013098982454874952,-0.013098982454875174,-0.01309898245487462,-0.013098982454874952,-0.013098982454874952
2021-03-17,-0.01049720483281713,-0.01049720483281713,-0.01049720483281713,-0.01049720483281713,-0.010497204832817242,-0.010497204832816687,-0.01049720483281702,-0.01049720483281702
2021-03-18,-0.007780018423271362,-0.007780018423271362,-0.007780018423271362,-0.007780018423271362,-0.007780018423271362,-0.007780018423270807,-0.007780018423271251,-0.007780018423271251
2021-03-19,-0.012956222745964086,-0.012956222745964086,-0.012956222745964086,-0.012956222745964086,-0.012956222745964086,-0.01295622274596353,-0.012956222745963974,-0.012956222745963974
2021-03-22,-0.012381911061379647,-0.012381911061379647,-0.012381911061379647,-0.012381911061379647,-0.012381911061379536,-0.01238191106137898,-0.012381911061379425,-0.012381911061379425
2021-03-23,-0.011452518883628526,-0.011452518883628526,-0.011452518883628526,-0.011452518883628526,-0.011452518883628415,-0.01145251888362786,-0.011452518883628304,-0.011452518883628304
