date,ticker,market,variant,base_score,residual_score,final_score,residual_weight,base_weight,stock_return_3m,stock_return_6m,stock_return_12m,benchmark_return_3m,benchmark_return_6m,benchmark_return_12m,residual_return_3m,residual_return_6m,residual_return_12m,benchmark_used,residual_method,selected_flag,weight
2018-12-31,US3,US,Baseline,1.0,1.0,1.0,0.0,1.0,0.06927357426167702,0.2836109729529248,0.549703671591544,-0.05578587806690227,-0.014088396067981512,0.12313238839173701,0.33336200666163546,,,SPY,simple,True,0.07830017375331154
2018-12-31,US6,US,Baseline,0.875,0.625,0.875,0.0,1.0,0.015849137630872034,0.09847110200090659,0.34878654302317535,-0.05578587806690227,-0.014088396067981512,0.12313238839173701,0.16228607928831093,,,SPY,simple,True,0.07837459862468671
2018-12-31,US5,US,Baseline,0.75,0.875,0.75,0.0,1.0,0.0997708775535946,0.29606490581207656,0.38487498518484786,-0.05578587806690227,-0.014088396067981512,0.12313238839173701,0.26018185829332424,,,SPY,simple,True,0.08507277594200484
2018-12-31,US4,US,Baseline,0.625,0.5,0.625,0.0,1.0,-0.07809704016986996,0.04260989386499303,0.34379684290406365,-0.05578587806690227,-0.014088396067981512,0.12313238839173701,0.12551313021666022,,,SPY,simple,True,0.08840252180091773
2018-12-31,US7,US,Baseline,0.5,0.375,0.5,0.0,1.0,0.008449826520243064,-0.016350555958353885,0.26968204443624844,-0.05578587806690227,-0.014088396067981512,0.12313238839173701,0.08322672548998915,,,SPY,simple,True,0.08170764784890248
2018-12-31,US0,US,Baseline,0.375,0.125,0.375,0.0,1.0,-0.06257975371638769,0.005457087548213835,-0.047081084874828316,-0.05578587806690227,-0.014088396067981512,0.12313238839173701,-0.07972388803613178,,,SPY,simple,True,0.08753705077291439
2018-12-31,JP3.T,JP,Baseline,1.0,0.75,1.0,0.0,1.0,0.03948684246850176,0.15658965380552892,0.5651470283186342,0.10416804054934525,0.017217296170850105,0.06608873384499692,0.285206400101571,,,1306.T,simple,True,0.08749685372368625
2018-12-31,JP1.T,JP,Baseline,0.875,0.875,0.875,0.0,1.0,0.14380027426413466,0.18246392198135308,0.6136459708913624,0.10416804054934525,0.017217296170850105,0.06608873384499692,0.33546619941248196,,,1306.T,simple,True,0.07904183324638038
2018-12-31,JP0.T,JP,Baseline,0.75,1.0,0.75,0.0,1.0,0.15267098618070873,0.40353503343990815,0.7878952779776061,0.10416804054934525,0.017217296170850105,0.06608873384499692,0.4977596754278845,,,1306.T,simple,True,0.08037508725902781
2018-12-31,JP5.T,JP,Baseline,0.625,0.375,0.625,0.0,1.0,0.06207460032669809,0.12611990894323855,0.16486012107893866,0.10416804054934525,0.017217296170850105,0.06608873384499692,0.07867099117065916,,,1306.T,simple,True,0.08541814470347772
2018-12-31,JP7.T,JP,Baseline,0.5,0.5,0.5,0.0,1.0,0.16279825653005342,0.21265477701798607,0.15672465386985768,0.10416804054934525,0.017217296170850105,0.06608873384499692,0.12023548962492707,,,1306.T,simple,True,0.08700824956157675
2018-12-31,JP4.T,JP,Baseline,0.375,0.125,0.375,0.0,1.0,-0.07644433545572815,-0.06979863107967232,-0.154573964771607,0.10416804054934525,0.017217296170850105,0.06608873384499692,-0.16943872105932167,,,1306.T,simple,True,0.08126506276311342
2019-03-29,US3,US,Baseline,1.0,1.0,1.0,0.0,1.0,-0.09965104748495468,-0.022217507582465212,0.3740394337436117,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.23518632139647402,,,SPY,simple,True,0.08209042023418014
2019-03-29,US7,US,Baseline,0.875,0.875,0.875,0.0,1.0,0.037100968468310125,0.05605011578081087,0.21072244601706847,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.20240903797983859,,,SPY,simple,True,0.08053855128887871
2019-03-29,US6,US,Baseline,0.75,0.5,0.75,0.0,1.0,-0.020347656855118523,-0.01592593129611397,0.11394548065744603,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.12045376872048097,,,SPY,simple,True,0.0808839694763822
2019-03-29,US4,US,Baseline,0.625,0.625,0.625,0.0,1.0,-0.012446737105199168,-0.09487848332945648,0.2080070323067491,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.1424838471590049,,,SPY,simple,True,0.08419205787771707
2019-03-29,US0,US,Baseline,0.5,0.75,0.5,0.0,1.0,0.1596990738681816,0.0890847456007493,0.03007220140131106,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.14352847651191794,,,SPY,simple,True,0.0838839626296697
2019-03-29,US1,US,Baseline,0.375,0.375,0.375,0.0,1.0,-0.09627588422363598,0.09263198696465635,0.05281205679537293,-0.022681538623509634,-0.09101673719030745,-0.07612355893125655,0.11341832498161496,,,SPY,simple,True,0.07636883513810812
2019-03-29,JP3.T,JP,Baseline,1.0,0.875,1.0,0.0,1.0,0.14729372446820133,0.2092289862694976,0.5771952591396889,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.24500270608311958,,,1306.T,simple,True,0.09164077915136473
2019-03-29,JP0.T,JP,Baseline,0.875,1.0,0.875,0.0,1.0,0.2256054630788502,0.417231317652379,0.7698759619511526,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.42372912438492,,,1306.T,simple,True,0.08305060707195829
2019-03-29,JP5.T,JP,Baseline,0.75,0.25,0.75,0.0,1.0,-0.035631340069168016,0.054720704753499216,0.16296395942189057,0.08166382145340578,0.16465156846704265,0.13878475984668492,-0.044103215037340625,,,1306.T,simple,True,0.08686690913594843
2019-03-29,JP4.T,JP,Baseline,0.625,0.625,0.625,0.0,1.0,0.2937840170359771,0.20583321194289184,0.19580216673579054,0.08166382145340578,0.16465156846704265,0.13878475984668492,0.07758928386693109,,,1306.T,simple,True,0.08234026906836142
2019-03-29,JP1.T,JP,Baseline,0.5,0.5,0.5,0.0,1.0,-0.06066956433853943,0.08512921247103389,0.21657485335771653,0.08166382145340578,0.16465156846704265,0.13878475984668492,-0.011334636208477985,,,1306.T,simple,True,0.07854660727557432
2019-03-29,JP7.T,JP,Baseline,0.375,0.375,0.375,0.0,1.0,-0.0420709501279809,0.11986524574910296,0.12314394998930611,0.08166382145340578,0.16465156846704265,0.13878475984668492,-0.04337164109823375,,,1306.T,simple,True,0.08959703165185696
2019-06-28,US0,US,Baseline,1.0,1.0,1.0,0.0,1.0,0.028247348245071358,0.18101370428467023,0.14210021516184446,-0.058741177986801785,-0.06494826427095213,-0.09690043079543664,0.21598573353582684,,,SPY,simple,True,0.08025376921236066
2019-06-28,US3,US,Baseline,0.875,0.5,0.875,0.0,1.0,-0.0696223699390558,-0.157063832208452,0.12904182482951443,-0.058741177986801785,-0.06494826427095213,-0.09690043079543664,0.08045240650793324,,,SPY,simple,True,0.08644894489785104
2019-06-28,US6,US,Baseline,0.75,0.625,0.75,0.0,1.0,-0.009499238438174906,-0.00019689109921317005,0.06294164167642369,-0.058741177986801785,-0.06494826427095213,-0.09690043079543664,0.10971181721794764,,,SPY,simple,True,0.07994069838910291
2019-06-28,US4,US,Baseline,0.625,0.875,0.625,0.0,1.0,0.11616441929870058,0.08960667239654252,0.1567820230216428,-0.058741177986801785,-0.06494826427095213,-0.09690043079543664,0.20751047201195502,,,SPY,simple,True,0.08432571277041508
2019-06-28,US7,US,Baseline,0.5,0.25,0.5,0.0,1.0,-0.095850917352299,-0.06771713749563824,-0.07005655368166719,-0.058741177986801785,-0.06494826427095213,-0.09690043079543664,0.006314024254406488,,,SPY,simple,True,0.08714502810714891
2019-06-28,US5,US,Baseline,0.375,0.75,0.375,0.0,1.0,0.03341394607493764,-0.09467716186607866,0.1527783459620875,-0.058741177986801785,-0.06494826427095213,-0.09690043079543664,0.13028894319067647,,,SPY,simple,True,0.08151802360486787
2019-06-28,JP0.T,JP,Baseline,1.0,1.0,1.0,0.0,1.0,0.009057078333009727,0.2759215192702136,0.8047558623366307,0.06829592544482388,0.11633383719747825,0.1678324999709091,0.3617844340218035,,,1306.T,simple,True,0.08230085462533232
2019-06-28,JP5.T,JP,Baseline,0.875,0.375,0.875,0.0,1.0,0.02518602541013082,0.005771843332122106,0.1860062021630584,0.06829592544482388,0.11633383719747825,0.1678324999709091,-0.03495213019815957,,,1306.T,simple,True,0.08506700028679237
2019-06-28,JP3.T,JP,Baseline,0.75,0.875,0.75,0.0,1.0,0.08912512886114299,0.2059982913683882,0.36868437958865163,0.06829592544482388,0.11633383719747825,0.1678324999709091,0.13378562510189443,,,1306.T,simple,True,0.08991333553912086
2019-06-28,JP7.T,JP,Baseline,0.625,0.25,0.625,0.0,1.0,-0.025654159916241426,-0.06395350793560495,0.13563508929129564,0.06829592544482388,0.11633383719747825,0.1678324999709091,-0.09185283461101201,,,1306.T,simple,True,0.085134039995343
2019-06-28,JP1.T,JP,Baseline,0.5,0.5,0.5,0.0,1.0,0.07746668410141067,0.0014319869002312746,0.18888829077010927,0.06829592544482388,0.11633383719747825,0.1678324999709091,-0.02624426159005111,,,1306.T,simple,True,0.07523422842951756
2019-06-28,JP4.T,JP,Baseline,0.375,0.75,0.375,0.0,1.0,-0.025155462571701648,0.21882221446323458,0.14595394392620253,0.06829592544482388,0.11633383719747825,0.1678324999709091,0.007648283063477905,,,1306.T,simple,True,0.08271836414214752
2019-09-30,US1,US,Baseline,1.0,1.0,1.0,0.0,1.0,0.2673029301560528,0.19163639917930064,0.2727798959200658,0.10368257632092237,-0.03361900439126453,-0.09150568853403895,0.2844979857230958,,,SPY,simple,True,0.07974975138092934
2019-09-30,US3,US,Baseline,0.875,0.25,0.875,0.0,1.0,-0.051313765785429566,-0.1192693962236504,-0.12523866015413165,0.10368257632092237,-0.03361900439126453,-0.09150568853403895,-0.07124934010523364,,,SPY,simple,True,0.0841082762562852
2019-09-30,US7,US,Baseline,0.75,0.5,0.75,0.0,1.0,0.06354232209137312,-0.015796191477500665,-0.026339055196693995,0.10368257632092237,-0.03361900439126453,-0.09150568853403895,0.03183421193500222,,,SPY,simple,True,0.08629728695917761
2019-09-30,US2,US,Baseline,0.625,0.875,0.625,0.0,1.0,0.1286811974764166,0.13209891618713576,0.146464648932344,0.10368257632092237,-0.03361900439126453,-0.09150568853403895,0.17839091245190727,,,SPY,simple,True,0.08377269833277184
2019-09-30,US0,US,Baseline,0.5,0.625,0.5,0.0,1.0,0.013084040014712972,0.016165220387314383,0.08700193777728082,0.10368257632092237,-0.03361900439126453,-0.09150568853403895,0.09074879869748463,,,SPY,simple,True,0.08275136161727138
2019-09-30,US6,US,Baseline,0.375,0.125,0.375,0.0,1.0,-0.20514681761437858,-0.25227399255612537,-0.2123341046943995,0.10368257632092237,-0.03361900439126453,-0.09150568853403895,-0.1847707697910174,,,SPY,simple,True,0.0822001883582199
2019-09-30,JP0.T,JP,Baseline,1.0,1.0,1.0,0.0,1.0,0.17526321379686438,0.21445178823964328,0.8416451859551508,-0.012811884651541483,-0.002472543092880697,0.15113378065454186,0.44890966283588013,,,1306.T,simple,True,0.08460351212057256
2019-09-30,JP5.T,JP,Baseline,0.875,0.875,0.875,0.0,1.0,0.08989538655632145,0.17838473866369342,0.2542751392160203,-0.012811884651541483,-0.002472543092880697,0.15113378065454186,0.12897431840090776,,,1306.T,simple,True,0.08922984349152065
2019-09-30,JP4.T,JP,Baseline,0.75,0.75,0.75,0.0,1.0,0.09003177748971081,0.052065720834771234,0.2916290006336715,-0.012811884651541483,-0.002472543092880697,0.15113378065454186,0.1055676416556575,,,1306.T,simple,True,0.0818870233552018
2019-09-30,JP3.T,JP,Baseline,0.625,0.625,0.625,0.0,1.0,-0.007512567447041207,0.08944086449235944,0.27751811307632845,-0.012811884651541483,-0.002472543092880697,0.15113378065454186,0.09471318827339005,,,1306.T,simple,True,0.08747162001043352
2019-09-30,JP1.T,JP,Baseline,0.5,0.5,0.5,0.0,1.0,0.0641597591023948,0.10272273221359751,0.2172763777630704,-0.012811884651541483,-0.002472543092880697,0.15113378065454186,0.08096499761541305,,,1306.T,simple,True,0.07616832649359584
2019-09-30,JP6.T,JP,Baseline,0.375,0.375,0.375,0.0,1.0,0.023282626909859605,-0.04607030348118624,0.17201386888995618,-0.012811884651541483,-0.002472543092880697,0.15113378065454186,0.0019232092485054937,,,1306.T,simple,True,0.08176011162402036
2019-12-31,US1,US,Baseline,1.0,1.0,1.0,0.0,1.0,0.13682220670159584,0.4601729704407067,0.2599565852161074,-0.038622266396264204,0.032911793252770494,-0.10332833781758355,0.35330359942913425,,,SPY,simple,True,0.08053070315558732
2019-12-31,US3,US,Baseline,0.875,0.375,0.875,0.0,1.0,0.14404556762906795,0.07831264573976582,-0.045139988957629495,-0.038622266396264204,0.032911793252770494,-0.10332833781758355,0.07467243092986416,,,SPY,simple,True,0.0842020837576537
2019-12-31,US7,US,Baseline,0.75,0.75,0.75,0.0,1.0,0.05106949872825006,0.13400697782388682,0.0643422248161647,-0.038622266396264204,0.032911793252770494,-0.10332833781758355,0.13248230369466527,,,SPY,simple,True,0.08443830917874875
2019-12-31,US4,US,Baseline,0.625,0.875,0.625,0.0,1.0,-0.013194909678527544,0.09739964267311674,0.15797545128392798,-0.038622266396264204,0.032911793252770494,-0.10332833781758355,0.15638573714382728,,,SPY,simple,True,0.08228485581458796
2019-12-31,US2,US,Baseline,0.5,0.5,0.5,0.0,1.0,-0.06500889157628198,-0.003568198133690581,0.10492422579479332,-0.038622266396264204,0.032911793252770494,-0.10332833781758355,0.08756851381403179,,,SPY,simple,True,0.08341483638978717
2019-12-31,US6,US,Baseline,0.375,0.125,0.375,0.0,1.0,0.13629921723069027,-0.10707001526770588,-0.13305488075704852,-0.038622266396264204,0.032911793252770494,-0.10332833781758355,-0.032370293705398866,,,SPY,simple,True,0.0841151427292795
2019-12-31,JP0.T,JP,Baseline,1.0,0.75,1.0,0.0,1.0,-0.004327968114747782,0.1391625212584866,0.45193958588829486,0.06783596773833422,0.02349979605501762,0.06511796251245161,0.21993773078023096,,,1306.T,simple,True,0.08289385647984511
2019-12-31,JP4.T,JP,Baseline,0.875,1.0,0.875,0.0,1.0,0.18481065510291295,0.3316800338882322,0.7356225376081547,0.06783596773833422,0.02349979605501762,0.06511796251245161,0.45747481471968615,,,1306.T,simple,True,0.08577004782251288
2019-12-31,JP3.T,JP,Baseline,0.75,0.875,0.75,0.0,1.0,0.276205959259878,0.24217132541120145,0.5490476635078325,0.06783596773833422,0.02349979605501762,0.06511796251245161,0.34958369220334234,,,1306.T,simple,True,0.0851418911091324
2019-12-31,JP5.T,JP,Baseline,0.625,0.25,0.625,0.0,1.0,-0.025312037637893026,0.047088658859384624,0.006459650920068505,0.06783596773833422,0.02349979605501762,0.06511796251245161,-0.03699086909077376,,,1306.T,simple,True,0.08549435103193971
2019-12-31,JP6.T,JP,Baseline,0.5,0.5,0.5,0.0,1.0,0.05846834215861363,0.08196571031937516,0.09274486885775346,0.06783596773833422,0.02349979605501762,0.06511796251245161,0.031740820330816676,,,1306.T,simple,True,0.08294085175316096
